Gene_ID,signcon,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,rank,Gene_Symbol,Gene_Description
4842,-1,-6.04879207,-7.852900153,-4.244683988,4.99E-11,0,1,43.18256041,4.99E-11,FALSE,43,NOS1,nitric oxide synthase 1
6329,-1,-6.174665146,-8.047714532,-4.301615761,1.04E-10,0,1,41.7469303,1.04E-10,FALSE,44,SCN4A,sodium voltage-gated channel alpha subunit 4
9076,2,4.568622517,3.532411111,5.604833923,5.55E-18,0.390973055,0.531788366,74.67410001,5.55E-18,FALSE,45,CLDN1,claudin 1
84141,2,4.920241461,3.681517164,6.158965759,6.97E-15,0.058662809,0.808622046,60.60656944,6.97E-15,FALSE,46,EVA1A,"eva-1 homolog A, regulator of programmed cell death"
105369194,-1,-5.516817239,-7.086545129,-3.947089349,5.65E-12,0,1,47.44873371,5.65E-12,FALSE,47,,
5348,-1,-5.147557107,-6.523934878,-3.771179336,2.30E-13,0,1,53.73079034,2.30E-13,FALSE,48,FXYD1,FXYD domain containing ion transport regulator 1
6865,-2,-5.2992802,-6.765853088,-3.832707312,1.42E-12,0.326169265,0.567923518,50.15597125,1.42E-12,FALSE,49,TACR2,tachykinin receptor 2
51059,-1,-6.185655466,-8.155936496,-4.215374436,7.59E-10,0,1,37.86267411,7.59E-10,FALSE,50,FAM135B,family with sequence similarity 135 member B
120071,2,4.357491248,3.374841809,5.340140687,3.58E-18,0.006146934,0.937507976,75.53913505,3.58E-18,FALSE,51,LARGE2,LARGE xylosyl- and glucuronyltransferase 2
117,-1,-6.088306097,-8.026900049,-4.149712146,7.49E-10,0,1,37.8891998,7.49E-10,FALSE,52,ADCYAP1R1,ADCYAP receptor type I
9542,-1,-5.873658046,-7.715021922,-4.032294171,4.05E-10,0,1,39.08717316,4.05E-10,FALSE,53,NRG2,neuregulin 2
9075,1,6.675788417,4.382798602,8.968778231,1.16E-08,0,1,32.5609493,1.16E-08,FALSE,54,CLDN2,claudin 2
2172,1,5.649782134,3.902432075,7.397132192,2.34E-10,0,1,40.16055873,2.34E-10,FALSE,55,FABP6,fatty acid binding protein 6
57822,1,5.865391396,3.984755912,7.746026881,9.79E-10,0,1,37.36637131,9.79E-10,FALSE,56,GRHL3,grainyhead like transcription factor 3
760,-2,-4.776706422,-6.09109098,-3.462321863,1.06E-12,1.642615069,0.199967048,50.73508425,1.06E-12,FALSE,57,CA2,carbonic anhydrase 2
54346,1,6.190789066,4.099964841,8.281613292,6.50E-09,0,1,33.67853169,6.50E-09,FALSE,58,UNC93A,unc-93 homolog A
2981,-2,-7.264360973,-9.963837141,-4.564884806,1.33E-07,4.726550589,0.029700393,27.81839183,1.33E-07,FALSE,59,GUCA2B,guanylate cyclase activator 2B
254439,-2,-4.465007595,-5.635863066,-3.294152125,7.77E-14,0.348570953,0.554923196,55.86425445,7.77E-14,FALSE,60,C11orf86,chromosome 11 open reading frame 86
9340,-2,-4.264132391,-5.338873575,-3.189391208,7.47E-15,0.453608127,0.500626474,60.47136331,7.47E-15,FALSE,61,GLP2R,glucagon like peptide 2 receptor
9413,-2,-4.322365735,-5.429520273,-3.215211197,1.98E-14,0.173657725,0.676881322,58.5494361,1.98E-14,FALSE,62,ENTREP1,endosomal transmembrane epsin interactor 1
105373428,1,5.317879796,3.658566579,6.977193014,3.35E-10,0,1,39.45631025,3.35E-10,FALSE,63,,
286133,-2,-4.201614404,-5.248965249,-3.154263558,3.76E-15,0.120453301,0.728543368,61.82216265,3.76E-15,FALSE,64,SCARA5,scavenger receptor class A member 5
3778,-1,-5.153146205,-6.728491243,-3.577801167,1.44E-10,0,1,41.10453429,1.44E-10,FALSE,65,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
6947,1,6.516986175,4.188957443,8.845014908,4.10E-08,0,1,30.10323088,4.10E-08,FALSE,66,TCN1,transcobalamin 1
5803,-1,-6.586245129,-8.95976887,-4.212721388,5.37E-08,0,1,29.57908958,5.37E-08,FALSE,67,PTPRZ1,protein tyrosine phosphatase receptor type Z1
90586,-1,-4.86728437,-6.31173226,-3.422836479,3.99E-11,0,1,43.61801174,3.99E-11,FALSE,68,,
100288077,1,6.219887393,4.01386547,8.425909316,3.27E-08,0,1,30.53806943,3.27E-08,FALSE,69,,
1056,2,4.160597788,3.09230779,5.228887786,2.29E-14,0.036244109,0.849012264,58.26789451,2.29E-14,FALSE,70,CEL,carboxyl ester lipase
64388,-2,-4.474820714,-5.723441876,-3.226199551,2.15E-12,0.424231508,0.51483312,49.33851555,2.15E-12,FALSE,71,GREM2,"gremlin 2, DAN family BMP antagonist"
3624,2,4.54105303,3.245376413,5.836729647,6.45E-12,1.383126368,0.23956933,47.18631765,6.45E-12,FALSE,72,INHBA,inhibin subunit beta A
768,2,4.360111624,3.147328038,5.57289521,1.84E-12,0.027979534,0.867156947,49.65063149,1.84E-12,FALSE,73,CA9,carbonic anhydrase 9
11170,-2,-4.058055585,-5.110688688,-3.005422482,4.16E-14,0.084231777,0.771642495,57.09237612,4.16E-14,FALSE,74,FAM107A,family with sequence similarity 107 member A
4322,1,5.219968865,3.505790831,6.9341469,2.40E-09,0,1,35.62215228,2.40E-09,FALSE,75,MMP13,matrix metallopeptidase 13
