Gene_ID,metap,metafc,idx,Gene_Symbol,Gene_Description
2118,1.04492703189744e-75,5.05998646652574,379.402410268018,ETV4,ETS variant transcription factor 4
845,1.44946145951036e-51,-5.69827419637811,-289.693384195024,CASQ2,calsequestrin 2
2981,3.66881436797913e-37,-7.22780880273223,-263.348641601211,GUCA2B,guanylate cyclase activator 2B
477,3.18704705642795e-42,-5.79659721655428,-240.539142857408,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
8736,2.40225736716609e-64,-3.71935487826286,-236.623053088509,MYOM1,myomesin 1
144501,4.42711479998365e-40,5.80260028516323,228.354830761847,KRT80,keratin 80
57214,5.7233145744258e-49,4.60719994921184,222.262163448877,CEMIP,cell migration inducing hyaluronidase 1
760,3.88651839587494e-38,-4.67001909636089,-174.707465805021,CA2,carbonic anhydrase 2
23336,4.1526843073287e-35,-5.02509142374523,-172.771040494662,SYNM,synemin
1674,1.11582997947549e-32,-5.31518190481716,-169.832828789751,DES,desmin
4316,2.35148822189778e-24,7.03605404243832,166.252508954573,MMP7,matrix metallopeptidase 7
6493,8.04726294521209e-24,7.05917628779297,163.027100663716,SIM2,SIM bHLH transcription factor 2
2273,4.24541947842075e-38,-4.19785726040123,-156.882654811311,FHL1,four and a half LIM domains 1
94234,7.73352810286892e-28,5.61609545073989,152.261458840637,FOXQ1,forkhead box Q1
111,6.21883940336638e-42,-3.6942424167382,-152.226026786537,ADCY5,adenylate cyclase 5
651,3.85150828695112e-26,-5.9251362844796,-150.583600877035,BMP3,bone morphogenetic protein 3
126,8.11753756766856e-31,-4.97540672489848,-149.712852658015,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide"
388364,1.12542324383662e-23,-6.3272555961126,-145.202190018045,TMIGD1,transmembrane and immunoglobulin domain containing 1
1001,7.17170729752898e-27,5.46547227778154,142.891370139086,CDH3,cadherin 3
4629,3.91694960484323e-26,-5.51195621926985,-140.04255837298,MYH11,myosin heavy chain 11
120071,5.45810509054853e-32,4.37080958992764,136.644437102114,LARGE2,LARGE xylosyl- and glucuronyltransferase 2
729359,2.57856364845195e-31,-4.38924948674726,-134.261094046459,PLIN4,perilipin 4
25984,1.40747704495689e-20,6.56762107873903,130.37751522919,KRT23,keratin 23
7123,1.39363453053861e-34,-3.83597888527223,-129.870329968454,CLEC3B,C-type lectin domain family 3 member B
7153,1.89790443875054e-50,2.60502061115658,129.526120162635,TOP2A,DNA topoisomerase II alpha
8671,4.88027715682977e-27,-4.90925199649962,-129.170056434134,SLC4A4,solute carrier family 4 member 4
762,2.84025650089688e-25,-5.19114139331994,-127.425091624097,CA4,carbonic anhydrase 4
343,4.20750690019864e-20,-6.45364247131123,-125.045616235784,AQP8,aquaporin 8
9076,4.6623399548951e-28,4.48628040867589,122.616306699394,CLDN1,claudin 1
72,2.86375931453471e-22,-5.62839299258333,-121.252827559066,ACTG2,"actin gamma 2, smooth muscle"
653808,3.68208054418521e-22,-5.61618858812018,-120.376862295506,ZG16,zymogen granule protein 16
4312,2.57202020844159e-20,6.1002563216852,119.502347574647,MMP1,matrix metallopeptidase 1
171024,3.13677484197365e-23,-5.24673250473629,-118.069932298822,SYNPO2,synaptopodin 2
25802,9.76189264608638e-27,-4.50530191413623,-117.185002134361,LMOD1,leiomodin 1
10290,6.44213234806214e-29,-3.95573194716249,-111.51592206356,SPEG,striated muscle enriched protein kinase
1410,2.71342528145058e-35,-3.15081075745048,-108.912443751625,CRYAB,crystallin alpha B
5125,1.52122667764359e-37,-2.84169989710988,-104.625155712412,PCSK5,proprotein convertase subtilisin/kexin type 5
101929705,4.1932123385818e-19,5.50120018677385,101.098048673462,,
2906,1.29534702993407e-24,4.23088417694098,101.065727531955,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D
22802,2.23666900151812e-13,-7.96524285397987,-100.763494509263,CLCA4,chloride channel accessory 4
57167,1.42682110851335e-15,6.72512613171337,99.8387374444517,SALL4,spalt like transcription factor 4
1470,1.27274527945416e-16,6.20667222527344,98.6566594769173,CST2,cystatin SA
1063,5.20179917285143e-46,2.17556928808667,98.5181455150249,CENPF,centromere protein F
126393,1.95873029320361e-24,-4.10890044218828,-97.4139158848709,HSPB6,heat shock protein family B (small) member 6
26577,2.68680669015628e-25,-3.89158305278278,-95.6191671378811,PCOLCE2,procollagen C-endopeptidase enhancer 2
1264,3.17838437935906e-19,-5.09360513022012,-94.2204562888211,CNN1,calponin 1
9378,3.57842487725282e-18,-5.39540327555613,-94.1298678453856,NRXN1,neurexin 1
3624,4.34453079001395e-21,4.49223890032932,91.4712250876748,INHBA,inhibin subunit beta A
124872,9.60688910485315e-18,-5.29229043254637,-90.0611143530662,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)"
1469,7.37682481659272e-10,9.75225289247386,89.0588463752553,CST1,cystatin SN
57158,4.75765340229075e-20,-4.56496651443216,-88.2070548383483,JPH2,junctophilin 2
348093,4.26866728487988e-19,-4.76984080972446,-87.6205814231458,RBPMS2,"RNA binding protein, mRNA processing factor 2"
5837,1.79717827787311e-23,-3.81244241009395,-86.7155612937816,PYGM,"glycogen phosphorylase, muscle associated"
7145,4.31129982838583e-24,-3.70655878297231,-86.6051980944798,TNS1,tensin 1
55885,3.17130342805352e-19,-4.67566023474964,-86.4939268246482,LMO3,LIM domain only 3
7148,1.67910575057131e-21,-4.13009965163332,-85.8024979125637,TNXB,tenascin XB
286133,3.45722362930483e-21,-4.17587091376325,-85.4436328055935,SCARA5,scavenger receptor class A member 5
57016,1.37503429570965e-25,-3.42381189754088,-85.1217379277209,AKR1B10,aldo-keto reductase family 1 member B10
29951,2.13589132641467e-17,-5.10524771238754,-85.1066278981241,PDZRN4,PDZ domain containing ring finger 4
5166,2.05824147222024e-26,-3.26006646702549,-83.7397092869633,PDK4,pyruvate dehydrogenase kinase 4
2775,1.1343507714525e-20,-4.16861380145377,-83.1440553838203,GNAO1,G protein subunit alpha o1
51285,1.32038427758328e-25,-3.32457261659272,-82.7130383551888,RASL12,RAS like family 12
8639,5.65391325867451e-25,-3.37896842749193,-81.9320466922721,AOC3,amine oxidase copper containing 3
2980,2.02985733012794e-16,-5.1745495515132,-81.2017972850353,GUCA2A,guanylate cyclase activator 2A
27129,3.09584202557938e-20,-4.15281846257834,-81.0182540254895,HSPB7,heat shock protein family B (small) member 7
93649,2.97988311782577e-19,-4.29766348643871,-79.6176575273222,MYOCD,myocardin
64091,2.38848942077832e-22,-3.65829857183782,-79.0992805714934,POPDC2,popeye domain containing 2
6338,2.16848497871364e-18,-4.47623963840882,-79.067596807958,SCNN1B,sodium channel epithelial 1 subunit beta
9340,5.78639653009327e-19,-4.31329575669334,-78.6641273592293,GLP2R,glucagon like peptide 2 receptor
221416,7.36618135488444e-18,4.56459511478288,78.2041016119901,,
54860,8.19911388776108e-17,-4.83992792787178,-77.8562087434021,MS4A12,membrane spanning 4-domains A12
11346,1.28961016695195e-31,-2.50881000731089,-77.4959909660514,SYNPO,synaptopodin
8857,3.26151079568831e-20,-3.97165220889596,-77.3939231858393,FCGBP,Fc gamma binding protein
1836,5.01308053468719e-23,-3.43973025223666,-76.7056245485115,SLC26A2,solute carrier family 26 member 2
11065,1.81810018198799e-25,3.06362823036645,75.7953333064622,UBE2C,ubiquitin conjugating enzyme E2 C
1056,7.64185860158611e-19,4.17912005363994,75.7122863768789,CEL,carboxyl ester lipase
1271,8.02081221231548e-18,-4.41077716978324,-75.4056834079609,CNTFR,ciliary neurotrophic factor receptor
1073,4.37542963011335e-27,-2.82839050817754,-74.5534868474967,CFL2,cofilin 2
11170,3.79361491369186e-19,-4.03717425745167,-74.368572041362,FAM107A,family with sequence similarity 107 member A
6398,9.21179200301508e-21,-3.68035529489874,-73.7383321926467,SECTM1,secreted and transmembrane 1
22974,7.35249935465159e-27,2.81307387883345,73.5156490761928,TPX2,TPX2 microtubule nucleation factor
5138,6.18340830723514e-24,-3.16529833761978,-73.4626876669113,PDE2A,phosphodiesterase 2A
259266,5.1400709144027e-30,2.5020762869731,73.2833896564626,ASPM,assembly factor for spindle microtubules
3679,1.12037927858742e-27,-2.71053499118151,-73.0506390178795,ITGA7,integrin subunit alpha 7
54831,1.06142761167289e-17,-4.30074425431121,-73.0013044157385,BEST2,bestrophin 2
23551,7.53698999820271e-22,-3.43005072692973,-72.4522825642932,RASD2,RASD family member 2
1464,1.53738393942623e-26,-2.79563129215985,-72.1642390421408,CSPG4,chondroitin sulfate proteoglycan 4
1805,3.02929415224356e-17,-4.34467149639096,-71.7681449760486,DPT,dermatopontin
9413,3.3145429274049e-17,-4.33721443779402,-71.4754564824614,ENTREP1,endosomal transmembrane epsin interactor 1
9429,4.06549899665812e-18,-4.10490407445345,-71.3879193817522,ABCG2,ATP binding cassette subfamily G member 2 (JR blood group)
759,3.35953933293439e-11,-6.80470882442348,-71.2706167451048,CA1,carbonic anhydrase 1
1179,3.88509587718602e-18,-4.09104719389971,-71.2275791521016,CLCA1,chloride channel accessory 1
6820,5.07949429877782e-18,4.11751055891336,71.2089667928368,SULT2B1,sulfotransferase family 2B member 1
4638,7.60507337851492e-19,-3.88237177756179,-70.3442927664116,MYLK,myosin light chain kinase
6799,7.86347419277706e-22,-3.28485290728628,-69.3248021784758,SULT1A2,sulfotransferase family 1A member 2
653567,2.88607556356455e-23,-3.0610668650992,-68.9955052562406,TMEM236,transmembrane protein 236
84141,1.19672526102983e-14,4.95453393156755,68.977048851255,EVA1A,"eva-1 homolog A, regulator of programmed cell death"
7272,4.68374486199391e-26,2.72116766682044,68.9255627231189,TTK,TTK protein kinase
254439,1.71488202878178e-16,-4.36376108794502,-68.7980351052001,C11orf86,chromosome 11 open reading frame 86
6442,7.86441928921214e-17,-4.25747002516811,-68.5637164715384,SGCA,sarcoglycan alpha
51676,1.35101400491861e-18,-3.82537959058462,-68.357009103043,ASB2,ankyrin repeat and SOCS box containing 2
6533,1.23622459202013e-22,3.10948959074289,68.1223951559626,SLC6A6,solute carrier family 6 member 6
24137,5.49236488945698e-29,2.40816994822127,68.0554621852666,KIF4A,kinesin family member 4A
7111,4.9316393154895e-18,-3.92623564608593,-67.9513944608754,TMOD1,tropomodulin 1
5549,3.24134894697526e-20,-3.47906061691489,-67.8043663650966,PRELP,proline and arginine rich end leucine rich repeat protein
2318,6.68445093977061e-16,-4.45680552843126,-67.6317309028743,FLNC,filamin C
54979,1.45724840240184e-17,-3.99177031485087,-67.2073068309253,PLAAT2,phospholipase A and acyltransferase 2
5764,1.36321142381124e-19,-3.56207755438958,-67.2001489189881,PTN,pleiotrophin
4306,1.40146761002215e-23,-2.86855331208779,-65.5562448413371,NR3C2,nuclear receptor subfamily 3 group C member 2
64063,6.48857222030135e-16,4.30109045430208,65.3243203430012,PRSS22,serine protease 22
7146,3.94900257301441e-18,-3.74896224811457,-65.2451116593568,,
7169,7.05357972950117e-20,-3.4040565464092,-65.1930967443176,TPM2,tropomyosin 2
6689,3.07358374081574e-15,-4.48475327204307,-65.0843313465414,SPIB,Spi-B transcription factor
5347,4.41433181458609e-27,2.46875063307141,65.0642562778672,PLK1,polo like kinase 1
5462,6.01615644242077e-18,3.70363584607023,63.7791309971983,POU5F1B,POU class 5 homeobox 1B
1811,1.76781501981975e-15,-4.23244781933047,-62.439453863018,SLC26A3,solute carrier family 26 member 3
81930,9.35695728351602e-29,2.21412923173228,62.0595301107297,KIF18A,kinesin family member 18A
23650,5.88643596008677e-16,4.07443902057074,62.0543075743797,TRIM29,tripartite motif containing 29
3489,3.72104213344307e-26,-2.4259009307584,-61.6890484455682,IGFBP6,insulin like growth factor binding protein 6
4320,2.43206562430986e-16,3.9407326144562,61.5306964203571,MMP11,matrix metallopeptidase 11
4751,6.55897322220546e-22,2.90040788923821,61.4398163969303,NEK2,NIMA related kinase 2
4935,2.45692097689453e-17,3.68894037719126,61.27185659488,GPR143,G protein-coupled receptor 143
8436,6.38989388317123e-18,-3.5277916417724,-60.6586358003989,CAVIN2,caveolae associated protein 2
4129,1.188039489606e-18,-3.33936013489709,-59.858595182199,MAOB,monoamine oxidase B
56963,6.37133549787938e-17,-3.65866346914119,-59.2548703175887,RGMA,repulsive guidance molecule BMP co-receptor a
27145,7.13064797794976e-18,-3.42499530206229,-58.7279526304896,FILIP1,filamin A interacting protein 1
123264,4.56043783531005e-17,-3.57907902050509,-58.4857068665195,SLC51B,SLC51 subunit beta
220441,5.35227497621513e-17,-3.59174174665639,-58.4428878451155,RNF152,ring finger protein 152
110599563,5.17435912784227e-11,5.67244679645481,58.347601360104,LY6G6F-LY6G6D,LY6G6F-LY6G6D readthrough
4684,6.3585375309616e-16,-3.81838150341088,-58.0265796324164,NCAM1,neural cell adhesion molecule 1
5648,8.52946971208149e-14,-4.41427067655553,-57.6904476465428,MASP1,MBL associated serine protease 1
8912,7.45156115031064e-18,-3.34768240142781,-57.3382763909414,CACNA1H,calcium voltage-gated channel subunit alpha1 H
1756,4.21641205472928e-16,-3.72247799275549,-57.2333111474717,DMD,dystrophin
1113,4.25681753617609e-13,-4.60304288355468,-56.943852092618,CHGA,chromogranin A
58530,7.74775080501047e-11,5.62528140160533,56.8762322056638,LY6G6D,lymphocyte antigen 6 family member G6D
10398,4.15120105791261e-17,-3.47036215756742,-56.8508698261126,MYL9,myosin light chain 9
5268,6.02636005195264e-15,3.91481044176537,55.6683888715812,SERPINB5,serpin family B member 5
55532,6.25327160365153e-14,-4.21141368726491,-55.6070544749282,SLC30A10,solute carrier family 30 member 10
8404,2.37257292455355e-21,-2.68242849556417,-55.3244987402115,SPARCL1,SPARC like 1
116496,1.99563322765415e-16,-3.49849184452553,-54.9260395383673,NIBAN1,niban apoptosis regulator 1
3131,4.72363633753422e-16,-3.56446709190601,-54.6280372363615,HLF,"HLF transcription factor, PAR bZIP family member"
3651,2.27277913590146e-14,3.99809835930401,54.5478261383525,PDX1,pancreatic and duodenal homeobox 1
58494,9.91021640099632e-21,-2.72238603072821,-54.4583838252041,JAM2,junctional adhesion molecule 2
7472,7.57746597382221e-14,4.14436108518629,54.3759901747833,WNT2,Wnt family member 2
687,7.67443231545743e-22,-2.571502208648,-54.2971501774202,KLF9,KLF transcription factor 9
6662,5.95444709567012e-22,2.53821343326909,53.8739825777848,SOX9,SRY-box transcription factor 9
8708,1.08404609106908e-13,-4.15103779747491,-53.8180068414791,B3GALT1,"beta-1,3-galactosyltransferase 1"
56977,3.12998015634044e-16,-3.46133407414217,-53.6661102157784,STOX2,storkhead box 2
154064,1.09432109468304e-10,5.31106908428509,52.9027902598805,RAET1L,retinoic acid early transcript 1L
197257,8.64853836789225e-17,-3.26561670721284,-52.4557882341221,LDHD,lactate dehydrogenase D
9603,7.7420966916967e-19,2.89487804068357,52.4295455567531,NFE2L3,NFE2 like bZIP transcription factor 3
54716,6.07741704667949e-14,3.95056689894574,52.2118020890042,SLC6A20,solute carrier family 6 member 20
6659,1.00622305779191e-26,1.99053293727355,51.7484933458002,SOX4,SRY-box transcription factor 4
983,2.41465818310832e-20,2.62495314975439,51.4940848216001,CDK1,cyclin dependent kinase 1
27132,6.67207994467529e-14,3.88748767309723,51.2205220081422,CPNE7,copine 7
32,1.64189657198598e-25,-2.06201175839824,-51.1062483962213,ACACB,acetyl-CoA carboxylase beta
28231,9.62621513978281e-19,2.81162336631382,50.6557373174584,SLCO4A1,solute carrier organic anion transporter family member 4A1
10529,2.86117100196007e-17,3.04965411036695,50.4518191548426,NEBL,nebulette
119587,3.67044239771264e-16,-3.26798732643055,-50.4423046067358,CPXM2,"carboxypeptidase X, M14 family member 2"
563,4.79502866115628e-17,3.05571477729579,49.8668474613,AZGP1,"alpha-2-glycoprotein 1, zinc-binding"
57484,4.02712155297741e-14,-3.70977832157687,-49.6925001369996,RNF150,ring finger protein 150
768,4.76144988538927e-12,4.35693730267584,49.3303803529884,CA9,carbonic anhydrase 9
125,2.12815347599728e-13,-3.88925048058323,-49.2845706370492,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
1114,1.88740052456601e-13,-3.84897203038598,-48.9748432999484,CHGB,chromogranin B
340706,8.23356776077216e-14,3.71855785925261,48.6551428382484,VWA2,von Willebrand factor A domain containing 2
10170,1.95822143072761e-13,-3.82134034203941,-48.5621211790602,DHRS9,dehydrogenase/reductase 9
64388,1.21839525752444e-11,-4.4336515404888,-48.3898119607982,GREM2,"gremlin 2, DAN family BMP antagonist"
6517,4.02911195555678e-15,-3.338867225176,-48.0622947641425,SLC2A4,solute carrier family 2 member 4
2651,4.82546435748026e-15,-3.35250926605386,-47.9960677837057,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group)
84951,1.1034203951826e-14,3.4103794153829,47.5995487648202,TNS4,tensin 4
154810,1.44967621114123e-17,-2.8210476369641,-47.5028566202526,AMOTL1,angiomotin like 1
6696,1.39432429429399e-15,3.16936712617011,47.0829650282041,SPP1,secreted phosphoprotein 1
6332,1.917111869502e-10,-4.84499100554197,-47.0804856730442,SCN7A,sodium voltage-gated channel alpha subunit 7
51316,1.80902483365409e-14,-3.42481234612537,-47.0656736452771,PLAC8,placenta associated 8
57761,5.12248652664523e-14,3.50570711084957,46.5926675794611,TRIB3,tribbles pseudokinase 3
54894,5.11735909755158e-17,2.84819128004154,46.3997534295677,RNF43,ring finger protein 43
3779,1.92528047040919e-12,-3.93323371636023,-46.0798231819072,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
84940,1.15958181128309e-14,-3.26050557031244,-45.4374229291862,CORO6,coronin 6
6263,3.77117899283539e-13,-3.64138529096064,-45.2388333825738,RYR3,ryanodine receptor 3
253152,3.27233661067929e-11,4.30730151541957,45.1626681498913,EPHX4,epoxide hydrolase 4
9472,3.9606847231983e-20,-2.32703319765874,-45.1496326827511,AKAP6,A-kinase anchoring protein 6
1837,2.13663974795798e-15,-3.07034659724831,-45.04280957356,DTNA,dystrobrevin alpha
7166,1.45658586032784e-12,-3.79092752042836,-44.8719349673698,TPH1,tryptophan hydroxylase 1
79154,5.24794508153165e-19,-2.45269797794114,-44.835345325749,DHRS11,dehydrogenase/reductase 11
2934,6.36319546921336e-19,-2.4587718594483,-44.7406112052485,GSN,gelsolin
147372,7.21056268505143e-11,-4.40450291053117,-44.6706043678298,CCBE1,collagen and calcium binding EGF domains 1
140893,7.33245708626186e-15,3.15224762023764,44.5562335319625,RBBP8NL,RBBP8 N-terminal like
10894,4.64637811411215e-12,-3.92944683067935,-44.5319708177798,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
2674,2.22674168848667e-13,-3.51145174864582,-44.4280468649602,GFRA1,GDNF family receptor alpha 1
80328,5.0779324921273e-11,4.28912090598359,44.1535534316954,ULBP2,UL16 binding protein 2
5239,7.22239145863027e-12,-3.9617729003165,-44.1393755937263,PGM5,phosphoglucomutase 5
2676,4.54591159096686e-12,-3.86491970025796,-43.8373841017135,GFRA3,GDNF family receptor alpha 3
4212,9.31818272364192e-14,-3.36043700246466,-43.788741526992,MEIS2,Meis homeobox 2
9760,1.1255126254857e-15,-2.9285515639756,-43.7778912500949,TOX,thymocyte selection associated high mobility group box
115908,1.25182674640322e-12,3.66226022733709,43.5898903872638,CTHRC1,collagen triple helix repeat containing 1
23594,1.15306242229614e-16,2.73235025345912,43.548600489843,ORC6,origin recognition complex subunit 6
80760,4.44450688442403e-16,-2.83216343851525,-43.4798727491639,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5
9510,7.91186224476039e-17,-2.69716222583273,-43.4289544152473,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1
6997,1.4449380200916e-12,3.65719884213753,43.3017857283123,CRIPTO,"cripto, EGF-CFC family member"
6865,6.17209930548674e-09,-5.21705137639613,-42.8297333126234,TACR2,tachykinin receptor 2
9201,1.19824279638956e-13,-3.31060893796614,-42.7778849880079,DCLK1,doublecortin like kinase 1
51196,1.51461545387057e-19,-2.26925731744438,-42.7067365279037,PLCE1,phospholipase C epsilon 1
9833,2.55525075628267e-19,2.29091029355845,42.5939019201049,MELK,maternal embryonic leucine zipper kinase
7704,8.49705249916281e-12,-3.83545311091066,-42.4612723328537,ZBTB16,zinc finger and BTB domain containing 16
253012,1.43966520677453e-12,-3.57072547078995,-42.2835972484908,HEPACAM2,HEPACAM family member 2
26112,1.31524511788652e-16,-2.66110186483815,-42.2609408903797,CCDC69,coiled-coil domain containing 69
660,4.61561730848213e-15,-2.94227216267481,-42.1797376097371,BMX,BMX non-receptor tyrosine kinase
3635,1.4054330960361e-26,1.61852182778511,41.8423335255966,INPP5D,inositol polyphosphate-5-phosphatase D
128239,9.83140188644803e-18,2.44278387948638,41.5453648122259,IQGAP3,IQ motif containing GTPase activating protein 3
4488,4.6844786166413e-12,3.63293686959493,41.1587724135687,MSX2,msh homeobox 2
1101,1.44827559949489e-12,-3.47086049452029,-41.0920338109052,CHAD,chondroadherin
3899,3.98780692345714e-13,-3.30991279347831,-41.040488755912,AFF3,ALF transcription elongation factor 3
2852,5.32691329005811e-17,-2.499104638538,-40.6692402446175,GPER1,G protein-coupled estrogen receptor 1
257019,5.04139438252594e-13,-3.29835637959801,-40.5613704400697,FRMD3,FERM domain containing 3
63924,9.46486217536678e-13,-3.34939588997093,-40.2727533642421,CIDEC,cell death inducing DFFA like effector c
5742,1.96615028561529e-13,-3.16045457335162,-40.1579471774009,PTGS1,prostaglandin-endoperoxide synthase 1
83879,9.96346494245767e-19,2.22394288408715,40.0345070997865,CDCA7,cell division cycle associated 7
130497,2.10331831279729e-13,-3.1559744109379,-40.0085874152898,OSR1,odd-skipped related transcription factor 1
58189,3.88613156821401e-14,-2.97522187832517,-39.8991609331548,WFDC1,WAP four-disulfide core domain 1
2899,1.60717083778727e-10,-4.07137552696067,-39.8747993086169,GRIK3,glutamate ionotropic receptor kainate type subunit 3
55679,8.62777842708128e-13,-3.27866285081173,-39.5541198318644,LIMS2,LIM zinc finger domain containing 2
3294,2.64801303609957e-12,-3.41173733038525,-39.4979556075645,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
5754,2.58454970278264e-17,2.38113434125932,39.4973399818589,PTK7,protein tyrosine kinase 7 (inactive)
54796,2.10866839626408e-14,-2.88362006699339,-39.4363641336372,BNC2,basonuclin zinc finger protein 2
9314,5.52100942248443e-15,-2.76415837320298,-39.4113189804458,KLF4,KLF transcription factor 4
26777,4.34070699647162e-15,2.73672003499315,39.3059760093803,,
577,5.72375958898418e-10,-4.23079213674976,-39.1023289254535,ADGRB3,adhesion G protein-coupled receptor B3
654463,1.06514960589996e-12,-3.25455018537393,-38.9653930153184,FER1L6,fer-1 like family member 6
79085,2.67107843471452e-18,-2.21495708815957,-38.9241349869185,SLC25A23,solute carrier family 25 member 23
23382,3.2756673747588e-16,-2.50030122006135,-38.716414814314,AHCYL2,adenosylhomocysteinase like 2
3306,4.75619063305321e-15,-2.6966261628646,-38.6230774215623,HSPA2,heat shock protein family A (Hsp70) member 2
1116,1.15531069978913e-12,3.23486131672889,38.6155138924685,CHI3L1,chitinase 3 like 1
11004,1.07221255038984e-16,2.41547062084168,38.5743873420106,KIF2C,kinesin family member 2C
7102,4.91591359967857e-16,-2.51915364265331,-38.5642009387615,TSPAN7,tetraspanin 7
100533990,1.52934550014027e-10,3.92385173154683,38.5145446598333,APOC4-APOC2,APOC4-APOC2 readthrough (NMD candidate)
4026,3.56500802762301e-18,-2.20263898812749,-38.4315117784811,LPP,LIM domain containing preferred translocation partner in lipoma
23500,1.0748594915866e-15,-2.56558536635966,-38.4033450432761,DAAM2,dishevelled associated activator of morphogenesis 2
9569,9.4541480357704e-19,2.12772659038931,38.3509474982947,GTF2IRD1,GTF2I repeat domain containing 1
344,1.83134120017059e-10,3.93809177056222,38.3461082218096,APOC2,apolipoprotein C2
116535,8.66271394502664e-12,-3.46322516770428,-38.3113951724043,MRGPRF,MAS related GPR family member F
675,2.32798389397879e-17,2.2996062187933,38.2493962952036,BRCA2,BRCA2 DNA repair associated
8406,2.85537357078397e-13,-3.02652266498061,-37.9657204431991,SRPX,sushi repeat containing protein X-linked
1894,1.87428322340686e-17,2.26009486564066,37.8049792408433,ECT2,epithelial cell transforming 2
1238,3.09930308413485e-12,-3.27989083416997,-37.747397560424,ACKR2,atypical chemokine receptor 2
23136,1.55379790881637e-16,-2.3813192029475,-37.6453357713024,EPB41L3,erythrocyte membrane protein band 4.1 like 3
145741,3.38709650925202e-10,3.95989439864076,37.5008827547107,C2CD4A,C2 calcium dependent domain containing 4A
55084,2.47366759601763e-15,-2.5628054592449,-37.4340245550911,SOBP,sine oculis binding protein homolog
84733,2.16090795421433e-13,2.94196609882183,37.2610707284396,CBX2,chromobox 2
10875,6.62455581415487e-17,-2.30155580169272,-37.2365105155854,FGL2,fibrinogen like 2
201501,7.08487035213834e-13,-3.06166523572603,-37.1982164247539,ZBTB7C,zinc finger and BTB domain containing 7C
26586,1.14984782808984e-17,2.19552212777394,37.1907388996791,CKAP2,cytoskeleton associated protein 2
7447,6.88135612746664e-12,3.3256921917733,37.122460306295,VSNL1,visinin like 1
26040,6.16757360286284e-13,-3.03402722439142,-37.0451254961263,SETBP1,SET binding protein 1
25959,1.41995908773076e-14,-2.67428994035265,-37.032829440475,KANK2,KN motif and ankyrin repeat domains 2
285382,1.57247426033293e-15,-2.49666038686387,-36.959103452812,C3orf70,chromosome 3 open reading frame 70
4131,3.85308722635757e-16,-2.39596183473711,-36.9318137310206,MAP1B,microtubule associated protein 1B
9232,2.50254127395974e-18,2.09722439064042,36.9145441594545,PTTG1,"PTTG1 regulator of sister chromatid separation, securin"
1820,1.13174407520294e-15,2.46416756286574,36.8300687990522,ARID3A,AT-rich interaction domain 3A
3783,1.20632342737817e-17,2.17580563958461,36.8114465599152,KCNN4,potassium calcium-activated channel subfamily N member 4
55355,1.96224449052852e-15,2.49828454255738,36.7428875479484,HJURP,Holliday junction recognition protein
3800,5.26325873155772e-12,-3.24543009469298,-36.6043793633421,KIF5C,kinesin family member 5C
2767,1.41758600316365e-21,-1.7554668412492,-36.5987636908176,GNA11,G protein subunit alpha 11
9590,3.32231080427937e-14,-2.71264795584626,-36.562587530424,AKAP12,A-kinase anchoring protein 12
257194,2.24112022298154e-12,-3.10422476056916,-36.1627745164622,NEGR1,neuronal growth regulator 1
51085,2.40909679932843e-14,2.64974661970288,36.0846356660166,MLXIPL,MLX interacting protein like
159296,1.68549228793998e-10,-3.68162370825053,-35.9815144317946,NKX2-3,NK2 homeobox 3
2904,6.46816034952981e-11,3.53029085802668,35.9709074706135,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
3360,1.21686035264863e-09,-4.02013081630702,-35.8384984158916,HTR4,5-hydroxytryptamine receptor 4
5064,2.85972431257643e-16,-2.29643958903492,-35.6951125405561,PALM,paralemmin
203859,6.31455725515006e-11,-3.49833595456968,-35.6818271382368,ANO5,anoctamin 5
115207,3.21228046252229e-22,-1.65988069448037,-35.676125406777,KCTD12,potassium channel tetramerization domain containing 12
53826,9.95282812441e-12,-3.23247862574139,-35.5639027641331,FXYD6,FXYD domain containing ion transport regulator 6
8537,3.71848611881641e-12,-3.09737821760378,-35.401898876966,BCAS1,brain enriched myelin associated protein 1
2886,6.03126833000943e-18,2.05416348029978,35.3718556956609,GRB7,growth factor receptor bound protein 7
140803,7.51440710448056e-12,-3.175207422006,-35.3213416484495,TRPM6,transient receptor potential cation channel subfamily M member 6
5959,9.6467181324558e-16,-2.34619776004298,-35.2296149738141,RDH5,retinol dehydrogenase 5
2045,1.53208263119806e-07,-5.15318642229609,-35.1175112947788,EPHA7,EPH receptor A7
4605,9.91055141469091e-13,2.92280577745776,35.085074646855,MYBL2,MYB proto-oncogene like 2
