Gene_ID,Gene_Symbol,Gene_Description,log2FoldChange,adjusted.P.Value,Regulation
57104,PNPLA2,patatin like phospholipase domain containing 2,-1.0121498862382,0.0160236072213551,DOWN
2302,FOXJ1,forkhead box J1,2.23976587157912,0.0160663542747833,UP
54541,DDIT4,DNA damage inducible transcript 4,1.45393316022531,0.0160798454230396,UP
11279,KLF8,KLF transcription factor 8,-1.26009498294783,0.016090953449334,DOWN
196740,VSTM4,V-set and transmembrane domain containing 4,-1.50183127472722,0.0160998607097842,DOWN
3382,ICA1,islet cell autoantigen 1,1.10824420590676,0.0161573018123977,UP
121642,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",1.09415410080376,0.0161999160018604,UP
4058,LTK,leukocyte receptor tyrosine kinase,-2.08216176519748,0.0162100363500358,DOWN
54947,LPCAT2,lysophosphatidylcholine acyltransferase 2,1.077751885721,0.0162278097556113,UP
58494,JAM2,junctional adhesion molecule 2,-2.73863365711424,0.0162295051161576,DOWN
3090,HIC1,HIC ZBTB transcriptional repressor 1,-1.14241374950223,0.0163629008650608,DOWN
404281,YY2,YY2 transcription factor,1.36766392202054,0.016445987438142,UP
57415,CEP15,centrosomal protein 15,1.26715930470123,0.0164510576266292,UP
9764,KIAA0513,KIAA0513,-1.6476229437769,0.0165009304924856,DOWN
29881,NPC1L1,NPC1 like intracellular cholesterol transporter 1,2.7050094816396,0.0165065498081709,UP
64127,NOD2,nucleotide binding oligomerization domain containing 2,1.74312883368078,0.0165490487130804,UP
3897,L1CAM,L1 cell adhesion molecule,-2.07468353481825,0.0165690635455904,DOWN
55609,ZNF280C,zinc finger protein 280C,1.02047518332446,0.0165783086311135,UP
2568,GABRP,gamma-aminobutyric acid type A receptor subunit pi,2.68985951483225,0.0166168289610824,UP
6713,SQLE,squalene epoxidase,1.76400357537186,0.0166220750874183,UP
3315,HSPB1,heat shock protein family B (small) member 1,-1.07634861418895,0.0166322587182153,DOWN
51257,MARCHF2,membrane associated ring-CH-type finger 2,-1.51618732486946,0.0166410679291486,DOWN
5608,MAP2K6,mitogen-activated protein kinase kinase 6,-1.0004547693436,0.0167419290087192,DOWN
87769,GGACT,gamma-glutamylamine cyclotransferase,1.95210068432316,0.0167535556746542,UP
898,CCNE1,cyclin E1,1.11295326567258,0.0167631658662739,UP
63923,TNN,tenascin N,-2.46807622359607,0.0168086069643176,DOWN
4982,TNFRSF11B,TNF receptor superfamily member 11b,1.46587536992158,0.0168421587919239,UP
65108,MARCKSL1,MARCKS like 1,1.01702878350027,0.0168861993030694,UP
53831,GPR84,G protein-coupled receptor 84,2.38202762952112,0.01689861304586,UP
440689,H2BC18,H2B clustered histone 18,1.49156015458265,0.0169501095341231,UP
26013,L3MBTL1,L3MBTL histone methyl-lysine binding protein 1,1.0012017796558,0.0169578894841705,UP
5655,KLK10,kallikrein related peptidase 10,2.03598244371515,0.0169625693501802,UP
84318,CCDC77,coiled-coil domain containing 77,1.1390901048914,0.0169768393375794,UP
5948,RBP2,retinol binding protein 2,1.8525356648294,0.0169869815260993,UP
10848,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like,1.01503613227629,0.016996218753615,UP
4117,MAK,male germ cell associated kinase,1.62422228084453,0.0170224230660552,UP
2323,FLT3LG,fms related receptor tyrosine kinase 3 ligand,-1.06749291707742,0.0171875692966248,DOWN
155038,GIMAP8,"GTPase, IMAP family member 8",-1.13211625659998,0.0172175225315305,DOWN
8492,PRSS12,serine protease 12,-1.45437432971743,0.0172412613935645,DOWN
51533,PHF7,PHD finger protein 7,-1.01906781182986,0.0172769428430169,DOWN
54510,PCDH18,protocadherin 18,-1.06459802195159,0.0173296563195563,DOWN
6623,SNCG,synuclein gamma,-2.34577518155095,0.017333688720744,DOWN
81035,COLEC12,collectin subfamily member 12,-2.11218061235573,0.0173376141585895,DOWN
493,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,-2.537804754804,0.0173385633354647,DOWN
3925,STMN1,stathmin 1,1.35636311239398,0.0173831245264217,UP
282809,POC1B,POC1 centriolar protein B,1.02328623670791,0.017395683108442,UP
151306,GPBAR1,G protein-coupled bile acid receptor 1,-1.18777597065532,0.0174176638457204,DOWN
81607,NECTIN4,nectin cell adhesion molecule 4,2.15245217158991,0.0174202355910085,UP
80235,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,-1.59173218640457,0.0174295501621178,DOWN
637,BID,BH3 interacting domain death agonist,1.09555584355486,0.0174344998450009,UP
389114,ZNF662,zinc finger protein 662,-1.21482181218025,0.017451471386738,DOWN
219293,ATAD3C,ATPase family AAA domain containing 3C,1.46009944848125,0.0174602450892188,UP
54805,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,-1.04342650007112,0.0175032053388863,DOWN
161436,EML5,EMAP like 5,-1.94754645318583,0.0175042673121541,DOWN
9498,SLC4A8,solute carrier family 4 member 8,1.7317306444473,0.017518027640926,UP
203111,ERICH5,glutamate rich 5,-1.48432690871942,0.0175477721043945,DOWN
124976,SPNS2,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",1.01551077372324,0.0175565368051745,UP
26166,RGS22,regulator of G protein signaling 22,-1.98698010093961,0.0175603269566965,DOWN
8473,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,1.02706308005996,0.0176632399995148,UP
11072,DUSP14,dual specificity phosphatase 14,1.09790696258369,0.0176925882359883,UP
283316,CD163L1,CD163 molecule like 1,-1.6740823037583,0.01772572581724,DOWN
155465,AGR3,"anterior gradient 3, protein disulphide isomerase family member",-1.26891223860664,0.0177435315374331,DOWN
10940,POP1,"POP1 homolog, ribonuclease P/MRP subunit",1.13185229169368,0.0177674824743792,UP
2264,FGFR4,fibroblast growth factor receptor 4,1.57090029663864,0.0177711309300952,UP
4487,MSX1,msh homeobox 1,3.23922109363047,0.017883294908664,UP
1316,KLF6,KLF transcription factor 6,-1.02413141153789,0.0178870142289318,DOWN
3512,JCHAIN,joining chain of multimeric IgA and IgM,-1.20253019734925,0.0178880583758765,DOWN
64772,ENGASE,endo-beta-N-acetylglucosaminidase,1.10179249518135,0.0178884808311656,UP
388,RHOB,ras homolog family member B,-1.15777584810701,0.0179604402474718,DOWN
84632,AFAP1L2,actin filament associated protein 1 like 2,-1.0788924457214,0.0180042262277175,DOWN
84870,RSPO3,R-spondin 3,-1.3428292746884,0.0180852411216059,DOWN
2811,GP1BA,glycoprotein Ib platelet subunit alpha,-1.35817874553757,0.018104336845379,DOWN
57715,SEMA4G,semaphorin 4G,-1.03605579197898,0.018122981442951,DOWN
10136,CELA3A,chymotrypsin like elastase 3A,-2.25808901812796,0.0181298805781465,DOWN
116039,OSR2,odd-skipped related transciption factor 2,-1.71516869712858,0.0181925360504239,DOWN
4237,MFAP2,microfibril associated protein 2,2.14817960556038,0.0182232151915469,UP
27303,RBMS3,RNA binding motif single stranded interacting protein 3,-2.23822167446916,0.0182443842952116,DOWN
140700,SAMD10,sterile alpha motif domain containing 10,1.07299304208712,0.0182720112367453,UP
347404,LANCL3,LanC like family member 3,-1.28070174341573,0.0183210326158864,DOWN
84058,WDR54,WD repeat domain 54,1.05537221525449,0.0183877623689933,UP
89876,CFAP91,cilia and flagella associated protein 91,-1.81642420751919,0.0184490329648939,DOWN
91851,CHRDL1,chordin like 1,-3.22113091802281,0.0184576427431581,DOWN
4919,ROR1,receptor tyrosine kinase like orphan receptor 1,-2.59490738919556,0.0185046701208326,DOWN
57232,ZNF630,zinc finger protein 630,1.81057217808794,0.0186985170554098,UP
412,STS,steroid sulfatase,-1.38784316067171,0.0187625087999357,DOWN
147409,DSG4,desmoglein 4,1.71780689598224,0.0187825693946829,UP
9762,LZTS3,leucine zipper tumor suppressor family member 3,1.18368175934219,0.0187922247093022,UP
2206,MS4A2,membrane spanning 4-domains A2,-1.40218919493254,0.0188085276009016,DOWN
56000,NXF3,nuclear RNA export factor 3,-2.13245086588053,0.0188223840296176,DOWN
1290,COL5A2,collagen type V alpha 2 chain,1.37994488347242,0.0189486157343533,UP
2255,FGF10,fibroblast growth factor 10,-3.12922853210836,0.0189512140642384,DOWN
80131,LRRC8E,leucine rich repeat containing 8 VRAC subunit E,2.96248547098381,0.0189527646651868,UP
995,CDC25C,cell division cycle 25C,1.435530714169,0.0189703707561588,UP
5314,PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,2.4521705557465,0.0189734189194681,UP
23541,SEC14L2,SEC14 like lipid binding 2,1.46567917520049,0.0189846844504716,UP
5272,SERPINB9,serpin family B member 9,1.0186930639919,0.0190849087150533,UP
221935,SDK1,sidekick cell adhesion molecule 1,-1.38735922185858,0.0192164984677038,DOWN
2823,GPM6A,glycoprotein M6A,-5.28739053188018,0.0194846875021709,DOWN
4660,PPP1R12B,protein phosphatase 1 regulatory subunit 12B,-1.78989098345134,0.0195077110672347,DOWN
10516,FBLN5,fibulin 5,-2.08852472826887,0.0195327291759938,DOWN
56265,CPXM1,"carboxypeptidase X, M14 family member 1",2.05926288126105,0.0196185168610541,UP
25902,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,1.31482022434868,0.0196862963285065,UP
80726,IQCN,IQ motif containing N,-1.41882487257659,0.0196944142997617,DOWN
3339,HSPG2,heparan sulfate proteoglycan 2,-1.37499037660139,0.0197070930307216,DOWN
9122,SLC16A4,solute carrier family 16 member 4,1.13500587797555,0.0197571765696774,UP
23466,CBX6,chromobox 6,-2.12085402262402,0.0197780455704986,DOWN
54674,LRRN3,leucine rich repeat neuronal 3,1.76266892957837,0.0198273711431863,UP
1356,CP,ceruloplasmin,-1.49884203471581,0.0198793544985047,DOWN
5806,PTX3,pentraxin 3,-2.238361925337,0.0199236894412551,DOWN
5802,PTPRS,protein tyrosine phosphatase receptor type S,-2.21843301048453,0.0199358333625212,DOWN
220323,OAF,out at first homolog,-1.06553233542701,0.0199514905282088,DOWN
440503,PLIN5,perilipin 5,-1.75623340996642,0.0199735874006087,DOWN
6170,RPL39,ribosomal protein L39,1.07435063578776,0.0199926770755665,UP
116443,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,-1.95578336086574,0.0200194086033592,DOWN
651746,ANKRD33B,ankyrin repeat domain 33B,-1.41418128565512,0.0200589234765353,DOWN
200728,TMEM17,transmembrane protein 17,1.80564153150051,0.0200716413246281,UP
91624,NEXN,nexilin F-actin binding protein,-2.85992309707155,0.0200893284307966,DOWN
23158,TBC1D9,TBC1 domain family member 9,-1.04820626340044,0.0201006957588639,DOWN
92154,MTSS2,MTSS I-BAR domain containing 2,-1.34147179154196,0.0201243416223417,DOWN
54509,RHOF,"ras homolog family member F, filopodia associated",-1.29379962664414,0.0201397788996171,DOWN
79145,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,1.01439330781983,0.020147947969178,UP
84259,DCUN1D5,defective in cullin neddylation 1 domain containing 5,1.00303187158218,0.0201867478893347,UP
57537,SORCS2,sortilin related VPS10 domain containing receptor 2,-1.19850032773004,0.0201941665161968,DOWN
23705,CADM1,cell adhesion molecule 1,-1.33861836158251,0.0202511470322401,DOWN
8352,H3C3,H3 clustered histone 3,1.26906316589727,0.020257209490011,UP
2052,EPHX1,epoxide hydrolase 1,-1.04101495310338,0.0202581710994911,DOWN
9672,SDC3,syndecan 3,-1.09302106449737,0.0203044940815424,DOWN
259307,IL4I1,interleukin 4 induced 1,1.92905224724806,0.020395854646726,UP
2995,GYPC,glycophorin C (Gerbich blood group),-1.97123133016525,0.0204285760399277,DOWN
83850,ESYT3,extended synaptotagmin 3,-1.79137612415777,0.0204398224170047,DOWN
80017,DGLUCY,D-glutamate cyclase,-1.01601316892424,0.0204428073148062,DOWN
119391,GSTO2,glutathione S-transferase omega 2,1.156533083408,0.020498308274644,UP
8862,APLN,apelin,2.23048999119503,0.020558047808531,UP
79746,ECHDC3,enoyl-CoA hydratase domain containing 3,-1.60733754247234,0.0206328974420321,DOWN
642987,TMEM232,transmembrane protein 232,-1.7450735521176,0.020708226678277,DOWN
4094,MAF,MAF bZIP transcription factor,-1.02469567834,0.0207134543672335,DOWN
254013,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase,-1.03707818137728,0.0207329362145857,DOWN
144535,CFAP54,cilia and flagella associated protein 54,-1.72836395095573,0.0207831722702948,DOWN
124925,SEZ6,seizure related 6 homolog,-2.34217277817393,0.0208061428986514,DOWN
100506127,GVQW3,GVQW motif containing 3,2.2338344833925,0.0208311973270667,UP
375033,PEAR1,platelet endothelial aggregation receptor 1,-1.44805108850514,0.0208581717664424,DOWN
3786,KCNQ3,potassium voltage-gated channel subfamily Q member 3,-2.47408050250799,0.0208652106367935,DOWN
51309,ARMCX1,armadillo repeat containing X-linked 1,-2.16887104506921,0.0209173844784262,DOWN
79799,UGT2A3,UDP glucuronosyltransferase family 2 member A3,-1.77136146606803,0.0209311804421479,DOWN
339451,KLHL17,kelch like family member 17,1.10847209274573,0.0209487803086888,UP
83856,FSD1L,fibronectin type III and SPRY domain containing 1 like,1.08078688569337,0.021056044922183,UP
388115,CCDC9B,coiled-coil domain containing 9B,-1.64779738574051,0.0210696485732367,DOWN
259290,TAS2R31,taste 2 receptor member 31,1.59516019445156,0.0210989423774461,UP
410,ARSA,arylsulfatase A,-1.0765127582394,0.0211182516892896,DOWN
9016,SLC25A14,solute carrier family 25 member 14,1.57041428917269,0.021167698365626,UP
912,CD1D,CD1d molecule,-1.13621175116196,0.0211723562676144,DOWN
28227,PPP2R3B,protein phosphatase 2 regulatory subunit B''beta,1.02154405641868,0.0212137051932262,UP
84515,MCM8,minichromosome maintenance 8 homologous recombination repair factor,1.12308832055103,0.0212402021913836,UP
4826,NNAT,neuronatin,-1.51396777603529,0.0212681999808797,DOWN
26524,LATS2,large tumor suppressor kinase 2,-1.01436453795677,0.0212706698173951,DOWN
80157,CWH43,cell wall biogenesis 43 C-terminal homolog,-3.03679693858018,0.0213691085203226,DOWN
389333,PROB1,proline rich basic protein 1,-1.14329785765556,0.0214279466758515,DOWN
3489,IGFBP6,insulin like growth factor binding protein 6,-2.47854294670461,0.021489609845976,DOWN
1813,DRD2,dopamine receptor D2,2.19004771057814,0.0214994385849437,UP
4843,NOS2,nitric oxide synthase 2,1.49266047116835,0.0215919411760506,UP
64651,CSRNP1,cysteine and serine rich nuclear protein 1,-1.11950300033304,0.0216034438346613,DOWN
3400,ID4,inhibitor of DNA binding 4,-1.07988666283415,0.0217998712338013,DOWN
55835,CENPJ,centromere protein J,1.20330588051515,0.0217999056986115,UP
10098,TSPAN5,tetraspanin 5,1.20024193493994,0.0218355009818047,UP
149466,C1orf210,chromosome 1 open reading frame 210,-1.16776710665995,0.0219012817496561,DOWN
169611,OLFML2A,olfactomedin like 2A,-2.4640670307901,0.0219722693742541,DOWN
338442,HCAR2,hydroxycarboxylic acid receptor 2,1.61551895541952,0.0219838352877462,UP
285671,RNF180,ring finger protein 180,-2.2912845112349,0.0219920520627363,DOWN
1088,CEACAM8,CEA cell adhesion molecule 8,-2.00311480660684,0.0220221307028257,DOWN
79710,MORC4,MORC family CW-type zinc finger 4,1.01309344316378,0.022084921555473,UP
23504,RIMBP2,RIMS binding protein 2,-1.64341272386797,0.0221367646266081,DOWN
100996758,NPY4R2,neuropeptide Y receptor Y4-2,-2.17002565681286,0.0221501966749888,DOWN
58155,PTBP2,polypyrimidine tract binding protein 2,-1.13394000181551,0.022158480263174,DOWN
9271,PIWIL1,piwi like RNA-mediated gene silencing 1,2.00498532499193,0.0221983257898535,UP
25854,FAM149A,family with sequence similarity 149 member A,-1.59126085942374,0.0222054975341212,DOWN
27071,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,1.14038511217682,0.0222662293809992,UP
167465,ZNF366,zinc finger protein 366,-1.06112837237117,0.0222809880987325,DOWN
64375,IKZF4,IKAROS family zinc finger 4,-1.37020419439649,0.0223151205780246,DOWN
6614,SIGLEC1,sialic acid binding Ig like lectin 1,-1.71491160061496,0.0224305835332979,DOWN
79070,POGLUT2,protein O-glucosyltransferase 2,1.10281227111384,0.0224576569930559,UP
56139,PCDHA10,protocadherin alpha 10,-1.87933858922309,0.0224587417866487,DOWN
154043,CNKSR3,CNKSR family member 3,-1.11878832664659,0.0224912863816046,DOWN
114783,LMTK3,lemur tyrosine kinase 3,1.994644265425,0.0225285889366012,UP
2867,FFAR2,free fatty acid receptor 2,1.60735012186817,0.022582464569725,UP
4282,MIF,macrophage migration inhibitory factor,1.24256183806386,0.0226276198853894,UP
54848,ARHGEF38,Rho guanine nucleotide exchange factor 38,1.36557449987131,0.0227240863041387,UP
6867,TACC1,transforming acidic coiled-coil containing protein 1,-1.08267521275347,0.0227843207744983,DOWN
3779,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1,-3.92074744741837,0.0228463784834722,DOWN
346528,OR2A1,olfactory receptor family 2 subfamily A member 1,1.27012935775572,0.0229023742232285,UP
2138,EYA1,EYA transcriptional coactivator and phosphatase 1,2.50748943791903,0.0229108753748681,UP
115908,CTHRC1,collagen triple helix repeat containing 1,3.65405452422822,0.0229238119916222,UP
10538,BATF,basic leucine zipper ATF-like transcription factor,1.92853208450594,0.0229700183453725,UP
55345,ZGRF1,zinc finger GRF-type containing 1,1.25827525800018,0.023037160040147,UP
5624,PROC,"protein C, inactivator of coagulation factors Va and VIIIa",1.18411542532388,0.0230632944583645,UP
63976,PRDM16,PR/SET domain 16,-1.96969646449812,0.0231056444891799,DOWN
22979,EFR3B,EFR3 homolog B,-1.34621184086353,0.0231732132425884,DOWN
130576,LYPD6B,LY6/PLAUR domain containing 6B,1.87976452371478,0.0231796357293217,UP
28514,DLL1,delta like canonical Notch ligand 1,-1.04180725964744,0.0233556865048563,DOWN
387914,SHISA2,shisa family member 2,1.87358329609551,0.0234535068764301,UP
127435,PODN,podocan,-1.93420497380252,0.0234866379462886,DOWN
54932,EXD3,exonuclease 3'-5' domain containing 3,-1.21439150947035,0.0235780521347444,DOWN
9783,RIMS3,regulating synaptic membrane exocytosis 3,-1.72676492408863,0.0235859773661513,DOWN
106821730,BUB1B-PAK6,BUB1B-PAK6 readthrough,1.16827566611924,0.0236100856319337,UP
9723,SEMA3E,semaphorin 3E,-4.32966599948108,0.023626322774196,DOWN
338,APOB,apolipoprotein B,-1.48214246333564,0.0236830985219354,DOWN
1311,COMP,cartilage oligomeric matrix protein,4.88836316950366,0.0236914856825093,UP
146754,DNAH2,dynein axonemal heavy chain 2,1.93090724008602,0.0237047083188444,UP
8913,CACNA1G,calcium voltage-gated channel subunit alpha1 G,-1.99450433816649,0.023705399146458,DOWN
6542,SLC7A2,solute carrier family 7 member 2,-1.33646879044857,0.0237084956796114,DOWN
3768,KCNJ12,potassium inwardly rectifying channel subfamily J member 12,-2.20528051587907,0.0237241734193287,DOWN
7169,TPM2,tropomyosin 2,-3.43065827549396,0.0238500778033652,DOWN
56833,SLAMF8,SLAM family member 8,1.11703642634226,0.0239091798125273,UP
55544,RBM38,RNA binding motif protein 38,-1.06628531015749,0.0240263955504983,DOWN
130612,TMEM198,transmembrane protein 198,1.27299811380578,0.0240412553204029,UP
10634,GAS2L1,growth arrest specific 2 like 1,-1.02553140440027,0.0240691618428081,DOWN
23007,PLCH1,phospholipase C eta 1,1.46556938997889,0.0240887257022221,UP
8368,H4C13,H4 clustered histone 13,1.38327495073937,0.024137910778463,UP
400566,LIAT1,ligand of ATE1,-1.12376092902461,0.0241461540947161,DOWN
7091,TLE4,"TLE family member 4, transcriptional corepressor",-1.02329245789235,0.0243014606100005,DOWN
6770,STAR,steroidogenic acute regulatory protein,-2.06009404736375,0.0243427377187133,DOWN
8351,H3C4,H3 clustered histone 4,1.36598909640511,0.0245393707971414,UP
339804,C2orf74,chromosome 2 open reading frame 74,-1.7919438725172,0.024584496122789,DOWN
11092,SPACA9,sperm acrosome associated 9,-1.63335757083669,0.0246129344769771,DOWN
6351,CCL4,C-C motif chemokine ligand 4,1.20997706503311,0.0246264287430483,UP
79823,CAMKMT,calmodulin-lysine N-methyltransferase,1.01985232169865,0.0246536719675995,UP
5080,PAX6,paired box 6,-2.40485749258568,0.0246657144319215,DOWN
2953,GSTT2,glutathione S-transferase theta 2 (gene/pseudogene),-2.19794697062797,0.0247309782770873,DOWN
284194,LGALS9B,galectin 9B,-2.9523764156899,0.0247331533847456,DOWN
200942,KLHDC8B,kelch domain containing 8B,-1.75949906634704,0.0247789997115715,DOWN
85301,COL27A1,collagen type XXVII alpha 1 chain,1.10586506369405,0.0247909759685622,UP
7225,TRPC6,transient receptor potential cation channel subfamily C member 6,-1.08379796875614,0.0248267492928738,DOWN
49861,CLDN20,claudin 20,1.96973221891278,0.0248330274197306,UP
282679,AQP11,aquaporin 11,-1.22962113863897,0.024856197254784,DOWN
146206,CARMIL2,capping protein regulator and myosin 1 linker 2,1.01908810624076,0.0249529581562392,UP
79575,ABHD8,abhydrolase domain containing 8,-1.1640464885698,0.0251228406904125,DOWN
7113,TMPRSS2,transmembrane serine protease 2,-1.18378095327513,0.0252084792047454,DOWN
23114,NFASC,neurofascin,-1.63987445094264,0.0253054070907727,DOWN
23057,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,-1.33726065752373,0.0253227188758494,DOWN
28968,SLC6A16,solute carrier family 6 member 16,-1.80768947357167,0.0253491746482254,DOWN
23266,ADGRL2,adhesion G protein-coupled receptor L2,-1.22412220418783,0.0257023425828765,DOWN
91947,ARRDC4,arrestin domain containing 4,-1.50884683443491,0.0257342552643509,DOWN
9936,CD302,CD302 molecule,-1.04172684645928,0.0258134871581194,DOWN
6571,SLC18A2,solute carrier family 18 member A2,-1.0594838812622,0.025918114391929,DOWN
1564,CYP2D7,cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene),1.03216363457782,0.0259513314634269,UP
150946,GAREM2,GRB2 associated regulator of MAPK1 subtype 2,-1.93378302581398,0.0259906905984493,DOWN
64881,PCDH20,protocadherin 20,-1.49845659034869,0.0260429652900969,DOWN
26047,CNTNAP2,contactin associated protein 2,-2.07586540462137,0.0260831286839336,DOWN
148808,MFSD4A,major facilitator superfamily domain containing 4A,-2.93378157974267,0.0261839552463341,DOWN
25823,TPSG1,tryptase gamma 1,-1.77216362548816,0.0262775962430028,DOWN
8360,H4C4,H4 clustered histone 4,1.2336582283491,0.0263983081292656,UP
25907,TMEM158,transmembrane protein 158,1.44340940725689,0.0264004096087452,UP
10622,POLR3G,RNA polymerase III subunit G,1.09751997475956,0.0264830034177701,UP
79671,NLRX1,NLR family member X1,-1.14367735035648,0.026490545389687,DOWN
3475,IFRD1,interferon related developmental regulator 1,1.26225902897298,0.0265889738195847,UP
401081,C3orf85,chromosome 3 open reading frame 85,-1.68522618031991,0.026643169414262,DOWN
286256,LCN12,lipocalin 12,1.30522174671005,0.0266793334665772,UP
5792,PTPRF,protein tyrosine phosphatase receptor type F,-1.00742957390158,0.026729165061395,DOWN
24146,CLDN15,claudin 15,1.26795427961937,0.0268234569487118,UP
79805,VASH2,vasohibin 2,2.06045520489995,0.0268493425335074,UP
55321,TMEM74B,transmembrane protein 74B,1.88136913207401,0.0268660850800186,UP
5784,PTPN14,protein tyrosine phosphatase non-receptor type 14,-1.18983612048011,0.02688260363563,DOWN
2678,GGT1,gamma-glutamyltransferase 1,-1.15239068256375,0.0271189506777762,DOWN
9585,KIF20B,kinesin family member 20B,1.45204188045371,0.027120135607404,UP
92521,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,-1.00558855632221,0.0271937015735222,DOWN
3620,IDO1,"indoleamine 2,3-dioxygenase 1",1.22765179214833,0.0272656073866826,UP
56963,RGMA,repulsive guidance molecule BMP co-receptor a,-3.64806828770919,0.0272824066011082,DOWN
80333,KCNIP4,potassium voltage-gated channel interacting protein 4,-1.90340527280103,0.0272923640447771,DOWN
10788,IQGAP2,IQ motif containing GTPase activating protein 2,-1.38618775780308,0.0273324537593274,DOWN
219736,STOX1,storkhead box 1,1.82498562929168,0.0273784540760414,UP
64411,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",1.03705014732911,0.0274524994527239,UP
255027,MPV17L,MPV17 mitochondrial inner membrane protein like,-1.25067324301239,0.0274620494241592,DOWN
7434,VIPR2,vasoactive intestinal peptide receptor 2,-2.04204404374533,0.0274913231209535,DOWN
6285,S100B,S100 calcium binding protein B,-2.28959818642597,0.0274991773909353,DOWN
55902,ACSS2,acyl-CoA synthetase short chain family member 2,-1.01451706388653,0.0275717802401803,DOWN
3699,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,-2.14781699293756,0.0275985429351594,DOWN
81553,CYRIA,CYFIP related Rac1 interactor A,-1.16670354268162,0.0276259802832765,DOWN
23037,PDZD2,PDZ domain containing 2,-1.43756680596486,0.0276281470941603,DOWN
114800,CCDC85A,coiled-coil domain containing 85A,-2.25879308493556,0.0276380127118142,DOWN
3679,ITGA7,integrin subunit alpha 7,-2.74819879145933,0.0277117342929986,DOWN
3960,LGALS4,galectin 4,-1.15322548947949,0.0277607400346257,DOWN
143279,HECTD2,HECT domain E3 ubiquitin protein ligase 2,-1.03636142368838,0.0277947248304438,DOWN
8632,DNAH17,dynein axonemal heavy chain 17,1.85206039087718,0.0278023809906261,UP
161145,TMEM229B,transmembrane protein 229B,-1.14058831552851,0.0279316065579026,DOWN
11187,PKP3,plakophilin 3,1.02806076240909,0.027938531176367,UP
6604,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",-1.4152967131376,0.0279554094196509,DOWN
219623,TMEM26,transmembrane protein 26,1.96233541131964,0.0280594727899428,UP
23413,NCS1,neuronal calcium sensor 1,-2.45357077459107,0.0280941421982222,DOWN
26960,NBEA,neurobeachin,-2.87649822158513,0.0281296412019821,DOWN
5947,RBP1,retinol binding protein 1,1.24590201306574,0.0281612272675774,UP
388135,INSYN1,inhibitory synaptic factor 1,-2.33179451548074,0.0282042770784075,DOWN
80310,PDGFD,platelet derived growth factor D,-1.18495360695913,0.0282110336448878,DOWN
100287364,USP17L18,ubiquitin specific peptidase 17 like family member 18,1.88142575039762,0.0284708071558338,UP
65055,REEP1,receptor accessory protein 1,-1.35665578034492,0.0285274745454194,DOWN
401494,HACD4,3-hydroxyacyl-CoA dehydratase 4,-1.20421533289739,0.0285441275332049,DOWN
10044,SH2D3C,SH2 domain containing 3C,-1.00041778485668,0.0286226161181179,DOWN
6001,RGS10,regulator of G protein signaling 10,-1.00817646397653,0.0287995937802933,DOWN
84900,RNFT2,"ring finger protein, transmembrane 2",1.43470823415594,0.0288080413385438,UP
90668,CARMIL3,capping protein regulator and myosin 1 linker 3,1.57170067309564,0.0288333457225745,UP
653808,ZG16,zymogen granule protein 16,-5.65580368996817,0.0288865208041032,DOWN
152789,JAKMIP1,janus kinase and microtubule interacting protein 1,-2.09225707279496,0.0289438243044845,DOWN
23639,DNAAF11,dynein axonemal assembly factor 11,1.00877136972386,0.0289676034527982,UP
10406,WFDC2,WAP four-disulfide core domain 2,-1.35688584696226,0.0291284820939267,DOWN
54626,HES2,hes family bHLH transcription factor 2,1.15284348836707,0.0292394364131405,UP
80183,RUBCNL,rubicon like autophagy enhancer,1.66532963439705,0.0293044934595125,UP
27245,AHDC1,AT-hook DNA binding motif containing 1,-1.00884599563563,0.0293330786073409,DOWN
27143,PALD1,phosphatase domain containing paladin 1,1.05584796123303,0.0293975464544217,UP
286887,KRT6C,keratin 6C,2.23543003669772,0.0294090457106774,UP
168544,ZNF467,zinc finger protein 467,-1.09244165275541,0.0294499266295703,DOWN
3625,INHBB,inhibin subunit beta B,1.19739901067729,0.0295560932049728,UP
23194,FBXL7,F-box and leucine rich repeat protein 7,-1.87951518843641,0.0296660581004221,DOWN
