Gene_ID,Gene_Symbol,Gene_Description,log2FoldChange,adjusted.P.Value,Regulation
25789,TMEM59L,transmembrane protein 59 like,-3.33307752401081,0.000143378055938823,DOWN
4886,NPY1R,neuropeptide Y receptor Y1,-2.56049873430739,2.76836961029621e-05,DOWN
10020,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,-1.99895608301915,1.71716601219251e-06,DOWN
57569,ARHGAP20,Rho GTPase activating protein 20,-2.43195103986934,1.81303707643735e-05,DOWN
100129792,CCDC152,coiled-coil domain containing 152,-2.34811895884873,1.31301721409161e-05,DOWN
701,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B,2.0361634272472,2.34260434105907e-06,UP
29968,PSAT1,phosphoserine aminotransferase 1,2.23412776292302,7.83957805841938e-06,UP
55635,DEPDC1,DEP domain containing 1,2.29665104940401,1.07943243827782e-05,UP
10990,LILRB5,leukocyte immunoglobulin like receptor B5,-2.03828091542068,2.5381726315992e-06,DOWN
388595,TMEM82,transmembrane protein 82,-2.67660612847398,4.27747112023675e-05,DOWN
8987,STBD1,starch binding domain 1,-2.03934389039748,2.63756350887289e-06,DOWN
387755,INSC,INSC spindle orientation adaptor protein,-2.78818125118803,5.7609027403031e-05,DOWN
79465,ULBP3,UL16 binding protein 3,2.31529666588875,1.26759119694494e-05,UP
990,CDC6,cell division cycle 6,2.06024335112095,3.28060390784156e-06,UP
8814,CDKL1,cyclin dependent kinase like 1,-1.99225964115598,2.15490088456622e-06,DOWN
26031,OSBPL3,oxysterol binding protein like 3,2.00611326962405,2.43480992308579e-06,UP
10004,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1,-2.37026509658997,1.7332258493576e-05,DOWN
6414,SELENOP,selenoprotein P,-2.33286036862958,1.54401018934696e-05,DOWN
3627,CXCL10,C-X-C motif chemokine ligand 10,2.46322966949803,2.53307030494663e-05,UP
92235,STYXL2,serine/threonine/tyrosine interacting like 2,4.44418140127224,0.000465556261467095,UP
1843,DUSP1,dual specificity phosphatase 1,-2.02590007430521,3.13568754920326e-06,DOWN
6790,AURKA,aurora kinase A,2.00683860039189,2.7629985024054e-06,UP
220963,SLC16A9,solute carrier family 16 member 9,-2.51511685292264,3.13000517640191e-05,DOWN
6262,RYR2,ryanodine receptor 2,-3.28579624670209,0.000167768820441023,DOWN
124222,PAQR4,progestin and adipoQ receptor family member 4,2.03037714206177,3.71806516879684e-06,UP
92999,ZBTB47,zinc finger and BTB domain containing 47,-2.42246453256829,2.52771071806436e-05,DOWN
1139,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,-2.65193155011103,5.10675752843613e-05,DOWN
23492,CBX7,chromobox 7,-1.98728408698706,2.88029575674403e-06,DOWN
991,CDC20,cell division cycle 20,2.07885369240498,5.31711477516767e-06,UP
1740,DLG2,discs large MAGUK scaffold protein 2,-3.23049115693841,0.000162031073953262,DOWN
65267,WNK3,WNK lysine deficient protein kinase 3,-3.10633866452925,0.000134511934189762,DOWN
414062,CCL3L3,C-C motif chemokine ligand 3 like 3,3.12106044614618,0.00013830615580924,UP
134147,CMBL,carboxymethylenebutenolidase homolog,-1.92479789521958,1.93496610650519e-06,DOWN
389125,MUSTN1,"musculoskeletal, embryonic nuclear protein 1",-2.34433971581958,2.02509732866293e-05,DOWN
646851,FAM227A,family with sequence similarity 227 member A,2.99690913551389,0.000113260968771451,UP
3039,HBA1,hemoglobin subunit alpha 1,-2.43346505433385,2.92970319051353e-05,DOWN
9132,KCNQ4,potassium voltage-gated channel subfamily Q member 4,-2.30718660296356,1.90218284460805e-05,DOWN
10103,TSPAN1,tetraspanin 1,-2.29945466370125,1.85818193174548e-05,DOWN
1294,COL7A1,collagen type VII alpha 1 chain,2.17833660144353,1.09559684070417e-05,UP
79987,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",-2.02631099421122,4.79799083338024e-06,DOWN
6358,CCL14,C-C motif chemokine ligand 14,-2.73644125961575,7.25936180998808e-05,DOWN
84417,ECRG4,ECRG4 augurin precursor,-3.3834307896705,0.000215111230775252,DOWN
80320,SP6,Sp6 transcription factor,2.62917814936677,5.63857507385503e-05,UP
994,CDC25B,cell division cycle 25B,2.08839989136318,7.37405568920742e-06,UP
432,ASGR1,asialoglycoprotein receptor 1,3.12991166857945,0.000157137155298366,UP
125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",-3.89742184195536,0.000370016971022713,DOWN
27115,PDE7B,phosphodiesterase 7B,-2.24129917112977,1.62443759642414e-05,DOWN
57593,EBF4,EBF family member 4,-2.49730417648556,4.12285995046749e-05,DOWN
23250,ATP11A,ATPase phospholipid transporting 11A,1.85506079188503,1.56491689592498e-06,UP
9510,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,-2.6820585475236,6.91447954958673e-05,DOWN
956,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,-2.35888408024229,2.70167609784508e-05,DOWN
7173,TPO,thyroid peroxidase,-3.46947861793415,0.000253897695402315,DOWN
7739,ZNF185,zinc finger protein 185 with LIM domain,2.13523640987896,1.06133717840359e-05,UP
128414,NKAIN4,sodium/potassium transporting ATPase interacting 4,3.1033323598736,0.000159052525042934,UP
9934,P2RY14,purinergic receptor P2Y14,-2.24122675784842,1.80277645001406e-05,DOWN
161753,CIMAP1C,ciliary microtubule associated protein 1C,-2.59282367214602,6.07615454028137e-05,DOWN
8318,CDC45,cell division cycle 45,2.06877878912474,8.37237074187492e-06,UP
57482,CRACD,capping protein inhibiting regulator of actin dynamics,-2.04504958283217,7.38217398970296e-06,DOWN
6584,SLC22A5,solute carrier family 22 member 5,-1.89785181728887,2.94373134068749e-06,DOWN
257194,NEGR1,neuronal growth regulator 1,-3.02328317057622,0.00015308714788884,DOWN
55672,NBPF1,NBPF member 1,-1.91322516119989,3.47159169781362e-06,DOWN
2774,GNAL,G protein subunit alpha L,-2.12166038753002,1.22571143228678e-05,DOWN
1264,CNN1,calponin 1,-5.10810072016601,0.000782656526437295,DOWN
650,BMP2,bone morphogenetic protein 2,-2.1355443643156,1.33201393721501e-05,DOWN
9088,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",2.11185304105707,1.19174283534451e-05,UP
6373,CXCL11,C-X-C motif chemokine ligand 11,3.63972871364096,0.000335113058529814,UP
3040,HBA2,hemoglobin subunit alpha 2,-2.38581937223411,3.7212290538376e-05,DOWN
6641,SNTB1,syntrophin beta 1,2.01916110920053,7.4735771198748e-06,UP
54209,TREM2,triggering receptor expressed on myeloid cells 2,2.34864570416091,3.325058539155e-05,UP
7850,IL1R2,interleukin 1 receptor type 2,-2.18364380470599,1.77023924363305e-05,DOWN
2110,ETFDH,electron transfer flavoprotein dehydrogenase,-1.91366873268737,3.90775528471025e-06,DOWN
79442,LRRC2,leucine rich repeat containing 2,2.28720282921507,2.72960074734336e-05,UP
10826,FAXDC2,fatty acid hydroxylase domain containing 2,-2.00891181095313,7.46024125498185e-06,DOWN
27284,SULT1B1,sulfotransferase family 1B member 1,-2.13135208477782,1.46395741018942e-05,DOWN
3783,KCNN4,potassium calcium-activated channel subfamily N member 4,2.38813495824039,4.06554805342114e-05,UP
23331,TTC28,tetratricopeptide repeat domain 28,-1.9902911455455,7.23811844365793e-06,DOWN
54825,CDHR2,cadherin related family member 2,-2.29595503753928,3.04021622558387e-05,DOWN
56849,TCEAL7,transcription elongation factor A like 7,-3.5038977675463,0.000314966916811457,DOWN
759,CA1,carbonic anhydrase 1,-6.80018535743515,0.00123749887269118,DOWN
55248,PACC1,proton activated chloride channel 1,1.92891329382612,5.36999864304951e-06,UP
54659,UGT1A3,UDP glucuronosyltransferase family 1 member A3,-2.59931979986669,7.95296920277521e-05,DOWN
10924,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,-2.13451741858415,1.75283646411232e-05,DOWN
332,BIRC5,baculoviral IAP repeat containing 5,2.05791185202235,1.26358005696731e-05,UP
3833,KIFC1,kinesin family member C1,1.98430177318541,8.55634171965215e-06,UP
782,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,-1.95776516329599,7.70505801224337e-06,DOWN
79801,SHCBP1,SHC binding and spindle associated 1,2.02141167182755,1.11782556533551e-05,UP
5063,PAK3,p21 (RAC1) activated kinase 3,-2.66721436247633,0.000104997233876941,DOWN
11126,CD160,CD160 molecule,-2.929312316474,0.000173121546462064,DOWN
150468,CKAP2L,cytoskeleton associated protein 2 like,2.61996897595531,9.65035363881744e-05,UP
1602,DACH1,dachshund family transcription factor 1,2.238605581114,3.20513931521233e-05,UP
23034,SAMD4A,sterile alpha motif domain containing 4A,-2.47499884346404,6.83463363196073e-05,DOWN
140902,R3HDML,R3H domain containing like,3.2563676578651,0.00027542662088019,UP
10953,TOMM34,translocase of outer mitochondrial membrane 34,1.7388769143652,1.74445684630913e-06,UP
9912,ARHGAP44,Rho GTPase activating protein 44,-2.18780955414222,2.70154366145419e-05,DOWN
7358,UGDH,UDP-glucose 6-dehydrogenase,-1.81320997305082,3.4376025504434e-06,DOWN
8356,H3C12,H3 clustered histone 12,2.27924787309477,3.93465722024216e-05,UP
845,CASQ2,calsequestrin 2,-5.80449587219179,0.00110440199856436,DOWN
57101,ANO2,anoctamin 2,-2.48814204027121,7.53348920149219e-05,DOWN
54221,SNTG2,syntrophin gamma 2,-3.62979872601321,0.000419214499443326,DOWN
2523,FUT1,fucosyltransferase 1 (H blood group),2.17518017999185,2.81565432189869e-05,UP
4233,MET,"MET proto-oncogene, receptor tyrosine kinase",1.93942558145015,8.9473311730214e-06,UP
10808,HSPH1,heat shock protein family H (Hsp110) member 1,1.71472520670284,1.70304527807686e-06,UP
93953,GCNA,germ cell nuclear acidic peptidase,2.68896632448218,0.00012445257596937,UP
5144,PDE4D,phosphodiesterase 4D,-1.89656886706462,7.51223313133859e-06,DOWN
1674,DES,desmin,-5.4371065542206,0.00103636653812391,DOWN
54657,UGT1A4,UDP glucuronosyltransferase family 1 member A4,-2.59174932747556,0.000105037457833887,DOWN
152573,SHISA3,shisa family member 3,-3.177177727526,0.000276275202512624,DOWN
1902,LPAR1,lysophosphatidic acid receptor 1,-1.97343546974165,1.24627279739276e-05,DOWN
8671,SLC4A4,solute carrier family 4 member 4,-4.94657064481582,0.000899595084128486,DOWN
225689,MAPK15,mitogen-activated protein kinase 15,2.24070993065317,4.04354282391242e-05,UP
7694,ZNF135,zinc finger protein 135,-3.08012829991596,0.000248673812093421,DOWN
55214,P3H2,prolyl 3-hydroxylase 2,-2.18264713686838,3.31959299814204e-05,DOWN
55771,PRR11,proline rich 11,2.01694347415031,1.62174978842764e-05,UP
9881,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1,-1.91756135801358,9.47263252278475e-06,DOWN
341,APOC1,apolipoprotein C1,2.24280226975196,4.17349310885614e-05,UP
7360,UGP2,UDP-glucose pyrophosphorylase 2,-1.7517599657407,3.00639390842649e-06,DOWN
80178,TEDC2,tubulin epsilon and delta complex 2,2.0914172894349,2.36140510452782e-05,UP
2775,GNAO1,G protein subunit alpha o1,-4.10933468442185,0.00063352072134497,DOWN
2353,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",-2.08367899531213,2.30968425051443e-05,DOWN
6548,SLC9A1,solute carrier family 9 member A1,-1.77407873099617,3.7992177814131e-06,DOWN
4935,GPR143,G protein-coupled receptor 143,3.74344526508187,0.000504773714438245,UP
2767,GNA11,G protein subunit alpha 11,-1.64197839379213,1.30941773116256e-06,DOWN
84830,ADTRP,androgen dependent TFPI regulating protein,-2.45460351102101,8.73812221052067e-05,DOWN
4915,NTRK2,neurotrophic receptor tyrosine kinase 2,-3.01355795295088,0.000249511392971992,DOWN
8519,IFITM1,interferon induced transmembrane protein 1,1.75363361277732,3.79155910853789e-06,UP
6387,CXCL12,C-X-C motif chemokine ligand 12,-2.37840196819906,7.52631504452603e-05,DOWN
57578,UNC79,"unc-79 homolog, NALCN channel complex subunit",-3.54011337640299,0.00045580832520002,DOWN
23743,BHMT2,betaine--homocysteine S-methyltransferase 2,-2.18180996328199,4.21258908845555e-05,DOWN
9518,GDF15,growth differentiation factor 15,2.05896714342058,2.63362259066246e-05,UP
102724250,LOC102724250,neuroblastoma breakpoint family member 1-like,-1.84912662537534,9.23540891950305e-06,DOWN
89832,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,-2.68780067805544,0.000165277357861236,DOWN
8507,ENC1,ectodermal-neural cortex 1,1.84018282161841,9.36714523580914e-06,UP
4502,MT2A,metallothionein 2A,-2.12594583018243,3.79498162281608e-05,DOWN
221150,SKA3,spindle and kinetochore associated complex subunit 3,2.10578429453004,3.60649270831291e-05,UP
22915,MMRN1,multimerin 1,-2.89067940329143,0.000239484022195216,DOWN
8600,TNFSF11,TNF superfamily member 11,2.19153949227853,5.02473662220894e-05,UP
23255,MTCL1,microtubule crosslinking factor 1,-2.50037650530472,0.000118325908838026,DOWN
22822,PHLDA1,pleckstrin homology like domain family A member 1,2.10096372111278,3.68608582525887e-05,UP
54972,TMEM132A,transmembrane protein 132A,2.2540357773382,6.29023391116183e-05,UP
317649,EIF4E3,eukaryotic translation initiation factor 4E family member 3,-1.89451172178796,1.46688472580233e-05,DOWN
4892,NRAP,nebulin related anchoring protein,-3.62336502480594,0.00054525073428081,DOWN
129049,SGSM1,small G protein signaling modulator 1,-2.19878932125873,5.79449405022723e-05,DOWN
114088,TRIM9,tripartite motif containing 9,-2.96904797789201,0.000286892869286874,DOWN
1825,DSC3,desmocollin 3,3.7500640487521,0.000607797234597959,UP
4629,MYH11,myosin heavy chain 11,-5.51605324103765,0.0012231761163955,DOWN
4288,MKI67,marker of proliferation Ki-67,1.96743475244779,2.43901038562089e-05,UP
57405,SPC25,SPC25 component of NDC80 kinetochore complex,2.16570124429123,5.37943394297073e-05,UP
163175,LGI4,leucine rich repeat LGI family member 4,-2.52842707647386,0.000142204257398363,DOWN
54860,MS4A12,membrane spanning 4-domains A12,-4.93034001473845,0.00106043702321064,DOWN
5145,PDE6A,phosphodiesterase 6A,-2.91673348169422,0.000279242342194207,DOWN
57556,SEMA6A,semaphorin 6A,-2.00873458869182,3.27599315277886e-05,DOWN
55010,PARPBP,PARP1 binding protein,2.37970124995646,0.000108897233164847,UP
7851,MALL,"mal, T cell differentiation protein like",-1.85226482011381,1.58468842384467e-05,DOWN
55698,RADIL,Rap associating with DIL domain,-3.04380855000042,0.00034451398569628,DOWN
113115,MTFR2,mitochondrial fission regulator 2,2.1378069545306,5.60973756221774e-05,UP
4638,MYLK,myosin light chain kinase,-3.85764427467448,0.000689102322781417,DOWN
51512,GTSE1,G2 and S-phase expressed 1,1.86998388994908,1.82069531533501e-05,UP
5579,PRKCB,protein kinase C beta,-2.08169871918292,4.70854255842897e-05,DOWN
3784,KCNQ1,potassium voltage-gated channel subfamily Q member 1,1.76923390822587,1.03978874147533e-05,UP
55356,SLC22A15,solute carrier family 22 member 15,2.03999061553331,4.11871489714782e-05,UP
170690,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,-3.23587773386971,0.000437528952622212,DOWN
7757,ZNF208,zinc finger protein 208,-2.43142000875878,0.00013257789802194,DOWN
56899,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,-2.59813956890204,0.000186781801856694,DOWN
199675,MCEMP1,mast cell expressed membrane protein 1,2.98265368835344,0.000333502060501993,UP
55640,FLVCR2,FLVCR choline and putative heme transporter 2,-1.81242507993619,1.44180230560615e-05,DOWN
56934,CA10,carbonic anhydrase 10,-3.18968337768444,0.000425619310141351,DOWN
51514,DTL,denticleless E3 ubiquitin protein ligase homolog,1.90771263294858,2.44439803493183e-05,UP
114805,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,-3.32274787951782,0.000487819057033602,DOWN
7366,UGT2B15,UDP glucuronosyltransferase family 2 member B15,-3.61743307445271,0.000617036377079054,DOWN
90381,TICRR,TOPBP1 interacting checkpoint and replication regulator,2.13492876616432,6.2774273354591e-05,UP
144402,CPNE8,copine 8,-2.01343844085884,4.04101190353794e-05,DOWN
342926,ZNF677,zinc finger protein 677,-3.08287431704332,0.000396398152708763,DOWN
84171,LOXL4,lysyl oxidase like 4,-2.53441099709285,0.00017902338837869,DOWN
23284,ADGRL3,adhesion G protein-coupled receptor L3,-2.49582282382181,0.00016608208710999,DOWN
6330,SCN4B,sodium voltage-gated channel beta subunit 4,-2.12340132162301,6.31674672170146e-05,DOWN
8736,MYOM1,myomesin 1,-3.82427187965515,0.000728578274017011,DOWN
2949,GSTM5,glutathione S-transferase mu 5,-2.15627320772208,7.05392964578025e-05,DOWN
9153,SLC28A2,solute carrier family 28 member 2,-2.98911457618455,0.000363805380303382,DOWN
9133,CCNB2,cyclin B2,1.89485380094558,2.65392970407189e-05,UP
353189,SLCO4C1,solute carrier organic anion transporter family member 4C1,-2.2201816470136,8.96882308492487e-05,DOWN
25928,SOSTDC1,sclerostin domain containing 1,-2.30087699701332,0.00011224175058165,DOWN
81618,ITM2C,integral membrane protein 2C,-1.98109739772375,3.98235573861162e-05,DOWN
10293,TRAIP,TRAF interacting protein,1.81043194525361,1.76221006438823e-05,UP
25894,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4,1.9103696337524,2.96972200337898e-05,UP
771,CA12,carbonic anhydrase 12,-2.12463176501622,6.83755261324866e-05,DOWN
1164,CKS2,CDC28 protein kinase regulatory subunit 2,2.11088311902513,6.61459692220634e-05,UP
7448,VTN,vitronectin,2.97354819486489,0.000373202868065725,UP
54579,UGT1A5,UDP glucuronosyltransferase family 1 member A5,-2.56748888224495,0.000206526977359023,DOWN
339965,CCDC158,coiled-coil domain containing 158,-3.16432748569374,0.000460948305040976,DOWN
2919,CXCL1,C-X-C motif chemokine ligand 1,3.06267099855806,0.000418312370360357,UP
1033,CDKN3,cyclin dependent kinase inhibitor 3,1.94548892500765,3.69363678408694e-05,UP
3957,LGALS2,galectin 2,-2.14077980250927,7.79776128272447e-05,DOWN
7008,TEF,"TEF transcription factor, PAR bZIP family member",-1.80023491473358,1.90435245550984e-05,DOWN
26579,MYEOV,myeloma overexpressed,2.29670625705174,0.000121423919981722,UP
629,CFB,complement factor B,2.05676549800286,6.24840539665579e-05,UP
641,BLM,BLM RecQ like helicase,2.00635158592571,5.27219046656971e-05,UP
10449,ACAA2,acetyl-CoA acyltransferase 2,-1.69733502161062,1.25805100263426e-05,DOWN
23635,SSBP2,single stranded DNA binding protein 2,-1.90950635504464,3.91083944280116e-05,DOWN
5333,PLCD1,phospholipase C delta 1,-1.81180012861409,2.4884749435949e-05,DOWN
57716,PRX,periaxin,-1.95272034271809,4.73297593084182e-05,DOWN
1062,CENPE,centromere protein E,2.1553350582231,9.65329002938702e-05,UP
53841,CDHR5,cadherin related family member 5,-1.83588779704837,2.90716800181016e-05,DOWN
2146,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,1.76644212326997,2.03070333124334e-05,UP
23048,FNBP1,formin binding protein 1,-1.92663376720002,4.47358510392585e-05,DOWN
2743,GLRB,glycine receptor beta,-2.70828353142588,0.000308609934099872,DOWN
25994,HIGD1A,HIG1 hypoxia inducible domain family member 1A,-1.74353507609327,1.85264470561519e-05,DOWN
5187,PER1,period circadian regulator 1,-1.86495458653815,3.50951234266961e-05,DOWN
23140,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,-1.65388732117328,1.06878105202754e-05,DOWN
29128,UHRF1,ubiquitin like with PHD and ring finger domains 1,1.94176403024687,4.96393392863518e-05,UP
56729,RETN,resistin,3.3287680969728,0.000618306789188392,UP
57484,RNF150,ring finger protein 150,-3.68774095545511,0.000794418316062272,DOWN
220108,FAM124A,family with sequence similarity 124 member A,-2.08026256331854,8.31298286383141e-05,DOWN
2908,NR3C1,nuclear receptor subfamily 3 group C member 1,-1.68406495930324,1.39382023467104e-05,DOWN
64922,LRRC19,leucine rich repeat containing 19,-1.96715085545327,5.69020305111992e-05,DOWN
10926,DBF4,DBF4-CDC7 kinase regulatory subunit,1.65525825663151,1.16814831770353e-05,UP
284076,TTLL6,tubulin tyrosine ligase like 6,-2.00265095672804,6.5711382017442e-05,DOWN
79658,ARHGAP10,Rho GTPase activating protein 10,-2.58976685237816,0.000276193530118866,DOWN
11261,CHP1,calcineurin like EF-hand protein 1,-1.68117361247115,1.4862469576053e-05,DOWN
440107,PLEKHG7,pleckstrin homology and RhoGEF domain containing G7,3.2116613776225,0.000581789300505746,UP
4998,ORC1,origin recognition complex subunit 1,1.95510551323899,5.94519724078672e-05,UP
6578,SLCO2A1,solute carrier organic anion transporter family member 2A1,-2.15739573507448,0.000114609077040742,DOWN
93986,FOXP2,forkhead box P2,-3.11504410769089,0.000545865298966215,DOWN
6472,SHMT2,serine hydroxymethyltransferase 2,1.77062975241914,2.70503628798796e-05,UP
8863,PER3,period circadian regulator 3,-1.94510810650911,5.98413650077161e-05,DOWN
114822,RHPN1,rhophilin Rho GTPase binding protein 1,2.06465700619988,9.18013646436958e-05,UP
113026,PLCD3,phospholipase C delta 3,-1.83844347032126,4.00503659732307e-05,DOWN
29785,CYP2S1,cytochrome P450 family 2 subfamily S member 1,1.90278843906177,5.30164477446443e-05,UP
26112,CCDC69,coiled-coil domain containing 69,-2.66586355259828,0.000337001685428001,DOWN
3161,HMMR,hyaluronan mediated motility receptor,2.29405928706741,0.000177077950276134,UP
5831,PYCR1,pyrroline-5-carboxylate reductase 1,1.82076635890695,3.91777933933978e-05,UP
8332,H2AC16,H2A clustered histone 16,1.94686199029134,6.68252004986569e-05,UP
8438,RAD54L,RAD54 like,1.68027583956949,1.93850969975157e-05,UP
29028,ATAD2,ATPase family AAA domain containing 2,1.70554177152566,2.33292807708898e-05,UP
6322,SCML1,Scm polycomb group protein like 1,2.04129995322202,9.64367980489454e-05,UP
55670,PEX26,peroxisomal biogenesis factor 26,-1.73166052974913,2.727932270411e-05,DOWN
9245,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type",-2.18566141789862,0.000148363475892179,DOWN
79908,BTNL8,butyrophilin like 8,-2.25571652159103,0.000177235892298123,DOWN
23460,ABCA6,ATP binding cassette subfamily A member 6,-2.04112940564484,0.000100659569602089,DOWN
150726,FBXO41,F-box protein 41,1.87348392079547,5.66764556825671e-05,UP
2354,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",-2.76217018725686,0.000421744336980229,DOWN
27329,ANGPTL3,angiopoietin like 3,2.56612165418554,0.000322189345845523,UP
23228,PLCL2,phospholipase C like 2,-1.82282712325513,4.80195381555607e-05,DOWN
1512,CTSH,cathepsin H,1.75035257930191,3.63232004720707e-05,UP
11343,MGLL,monoglyceride lipase,-1.72683947238378,3.26504762358525e-05,DOWN
51497,NELFCD,negative elongation factor complex member C/D,1.51492226112799,8.42795977260683e-06,UP
201895,SMIM14,small integral membrane protein 14,-1.58621071282007,1.51164009740459e-05,DOWN
79750,ZNF385D,zinc finger protein 385D,-2.28544818863069,0.000214584176888385,DOWN
64072,CDH23,cadherin related 23,-2.28536178538054,0.00021520809114499,DOWN
389332,SMIM32,small integral membrane protein 32,-2.41628426841576,0.000277859585101814,DOWN
84968,PNMA6A,PNMA family member 6A,-3.49325677173939,0.000865789811922345,DOWN
2707,GJB3,gap junction protein beta 3,1.94453334280816,8.91280734560169e-05,UP
2865,FFAR3,free fatty acid receptor 3,-3.24792210838952,0.000741642814285206,DOWN
171586,ABHD3,"abhydrolase domain containing 3, phospholipase",-1.78019108021193,4.83311271948392e-05,DOWN
8329,H2AC13,H2A clustered histone 13,1.84982612415194,6.64651788328243e-05,UP
1951,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,1.78319595867322,5.25800905334079e-05,UP
27074,LAMP3,lysosomal associated membrane protein 3,2.06569699250112,0.000141091557574881,UP
5865,RAB3B,"RAB3B, member RAS oncogene family",-2.14860864646499,0.000174809482210583,DOWN
11148,HHLA2,HHLA2 member of B7 family,-2.09675157752637,0.000154570230739462,DOWN
857,CAV1,caveolin 1,-2.76634981534954,0.000498885103488138,DOWN
57502,NLGN4X,neuroligin 4 X-linked,-2.92926742871952,0.000593397419218328,DOWN
388335,TMEM220,transmembrane protein 220,-2.83930734372479,0.000541553614778993,DOWN
114905,C1QTNF7,C1q and TNF related 7,-2.33343574757508,0.000265070415216208,DOWN
783,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,-2.04992945512522,0.000139862969302863,DOWN
79915,ATAD5,ATPase family AAA domain containing 5,1.87090705419857,7.92495360089314e-05,UP
23397,NCAPH,non-SMC condensin I complex subunit H,1.98017520223601,0.000114844730047049,UP
8363,H4C11,H4 clustered histone 11,1.70394565282272,3.8789489432255e-05,UP
389058,SP5,Sp5 transcription factor,2.22189496786757,0.000215267441256941,UP
55601,DDX60,DExD/H-box helicase 60,-1.68265938049011,3.49977482695286e-05,DOWN
890,CCNA2,cyclin A2,1.76814899055378,5.28361620334194e-05,UP
58480,RHOU,ras homolog family member U,-1.75874662921044,5.13699712670196e-05,DOWN
7087,ICAM5,intercellular adhesion molecule 5,2.74492032170763,0.000503477044155982,UP
342527,SMTNL2,smoothelin like 2,3.08263598960752,0.00070465700732455,UP
1734,DIO2,iodothyronine deiodinase 2,2.13539119500487,0.000184230925267513,UP
8970,H2BC11,H2B clustered histone 11,1.78428640610849,6.03242915518327e-05,UP
8362,H4C12,H4 clustered histone 12,1.69946283316387,4.10864968459234e-05,UP
58189,WFDC1,WAP four-disulfide core domain 1,-2.92100847196219,0.000617102594336955,DOWN
1368,CPM,carboxypeptidase M,-1.81070279988735,7.01908825711015e-05,DOWN
58476,TP53INP2,tumor protein p53 inducible nuclear protein 2,-2.42280703162614,0.00034518654278545,DOWN
56901,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,1.97244269790177,0.000129388734371498,UP
7518,XRCC4,X-ray repair cross complementing 4,1.60447886054028,2.7677961515006e-05,UP
2187,FANCB,FA complementation group B,2.00020020071257,0.000141434806918718,UP
9588,PRDX6,peroxiredoxin 6,-1.66033039133792,3.83433895709976e-05,DOWN
8904,CPNE1,copine 1,1.64994305709661,3.74842777732165e-05,UP
5241,PGR,progesterone receptor,-3.23254247989802,0.000845962539467501,DOWN
112476,PRRT2,proline rich transmembrane protein 2,-2.00809468476627,0.000150456297604277,DOWN
84812,PLCD4,phospholipase C delta 4,-2.28836758870063,0.000287172200567834,DOWN
2877,GPX2,glutathione peroxidase 2,1.73833410507062,5.94737183441854e-05,UP
6282,S100A11,S100 calcium binding protein A11,1.71334133560271,5.34881978913655e-05,UP
56256,SERTAD4,SERTA domain containing 4,-2.73717266623902,0.000557369599008545,DOWN
5016,OVGP1,oviductal glycoprotein 1,1.8916913175193,0.000109154662364594,UP
3291,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2,-1.76982373659485,6.97513900623658e-05,DOWN
64115,VSIR,V-set immunoregulatory receptor,-1.57868778623057,2.69829875230504e-05,DOWN
6338,SCNN1B,sodium channel epithelial 1 subunit beta,-4.42751357856056,0.00147937720368379,DOWN
3159,HMGA1,high mobility group AT-hook 1,1.64816181134837,4.04509285503387e-05,UP
9156,EXO1,exonuclease 1,1.97120610338015,0.000142551540863654,UP
135644,TRIM40,tripartite motif containing 40,-2.35521164999373,0.000338192290332477,DOWN
11252,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,-1.57715644932867,2.84359992605521e-05,DOWN
57082,KNL1,kinetochore scaffold 1,1.71953453558534,6.00169109484794e-05,UP
3854,KRT6B,keratin 6B,3.43152058606803,0.00100700333673558,UP
114795,TMEM132B,transmembrane protein 132B,-2.98846765476904,0.000742878298354645,DOWN
84502,JPH4,junctophilin 4,-3.28890877798766,0.000932968510105602,DOWN
