Symbol,Degree,Betweenness,Closeness,Eigenvector,Log2FC
ACADS,10,0.00135569361182571,0.188769970528928,5.27144302125563e-07,-1.882910769
SOX9,10,0.0145636931465504,0.255725992855642,6.12957887110534e-05,2.616562704
PIMREG,10,0,0.246306415705323,0.137580414824439,1.912031844
NR0B2,10,0.00515998915957432,0.240751730959446,0.000203884109892667,2.440232471
PRKG2,10,0.011029841891145,0.238580670456773,2.89602414379265e-05,-4.077184189
PPP2R3A,10,0.00712838914336861,0.276779622469866,0.0103502070346052,-2.08258957
MGLL,10,0.0099759945820607,0.21231681786462,9.45612807418617e-07,-1.726839472
CBX8,10,5.60217868787619e-05,0.246755879967559,0.0399230056838649,1.488571899
CCT6A,10,0.00592545477075222,0.262227968110321,0.016243891623573,1.057609406
CCT2,10,0.00508679883233612,0.262227968110321,0.0162300297023516,1.09153452
POLR1D,10,0.000166813278266167,0.211248047214025,0.000416992465483412,1.159640517
CLU,10,0.00818959441379834,0.243011182108626,9.99663922431441e-05,-2.683790165
UGDH,10,0.00134548840670827,0.184282253179891,1.04664446305682e-06,-1.813209973
CACNB2,10,0.00241418435241904,0.247106598984772,0.000452979971291258,-2.049929455
FTSJ1,10,0.00281542465949054,0.207219478971565,0.000284351334466639,1.00313503
SHC4,10,0.00126078071688412,0.252019051563471,0.000277807063013008,-3.8791806
ACAA1,10,0.00156686155764926,0.203682008368201,4.37988201928295e-06,-1.216266251
MAOA,10,0.00284042387972133,0.229276563677468,7.55627860518876e-05,-1.755221722
ATF3,10,0.0021691694784288,0.270745272525028,0.00628312117237762,-1.730057888
RPS21,10,0.00109861272381882,0.20515846257586,3.19478674610518e-05,1.356382971
RPL22L1,10,0.000195613692507044,0.206937595646999,0.000266431745968511,1.595060775
RET,10,0.00837171015096234,0.249385245901639,0.00318344025040043,-2.292178443
PRKN,10,0.00679515006817587,0.271773112996874,0.00379093407553165,-1.391932411
CNR1,10,0.00842506360597748,0.250154162384378,5.38960240923469e-05,-5.038498654
STIL,10,0.000247085684922428,0.239850216791486,0.101715581505187,1.429673828
GLDC,10,0.00287793383860912,0.213546236181786,2.34656029544552e-05,2.04291302
GPX2,10,0.0178503409185402,0.277790458799361,0.00100189094098729,1.738334105
MYH2,10,0.00429037935118698,0.199246889325475,4.12805190694579e-06,-4.102223515
MCMDC2,10,2.08380455731845e-07,0.229362985299661,0.0581380631158412,3.954305492
PUS7,10,0.00027277367006632,0.206096528365792,0.000289384281805794,1.503448351
MYH3,10,0.000631006472549959,0.218845531379248,3.58817968302508e-05,-2.990888208
BORA,10,0.000130438938389473,0.243594875900721,0.108173236535564,1.647139681
RAN,10,0.00561428324621307,0.245461879790238,0.0193153593685888,1.066756093
ARRB1,10,0.00588995581388163,0.263078253350627,0.00134267195670663,-1.328471811
NEFL,10,0.00729663723436229,0.237602499023819,0.000300104639329024,-4.529232764
PBX1,10,0.00995979671030169,0.260934819897084,0.000365322756118091,-1.500133433
CKM,9,0.00411550329505126,0.197436729396496,2.53945563933141e-06,-3.205397284
RAB3A,9,0.00936141205809803,0.221675774134791,0.000228873579062794,-1.534244931
YEATS4,9,0.00290067653815571,0.257130783858018,0.00888278623526261,1.268716419
MMP7,9,0.00180853669331533,0.25233257308729,0.000457041466064296,6.917609315
EPAS1,9,0.0110515131708908,0.270745272525028,0.00316561456583913,-1.123140649
SPDL1,9,3.97950641360609e-07,0.237741746434851,0.11127801231393,1.308584179
LGR5,9,0.00626973009428045,0.249180999180999,0.000303434398284271,3.491956272
CBX4,9,3.58869557498403e-05,0.24660587639311,0.0392254318008115,1.248096866
WDR17,9,0,0.206026747926189,0.000407994721743509,-2.579336814
LIPC,9,0.00219680123701153,0.191352201257862,9.84450712333176e-08,-2.173104296
P2RY1,9,0.0108695943084042,0.241516173844017,0.000267131934240778,-1.943498496
EDNRA,9,0.00201252466404907,0.240371321350978,9.9088955032658e-06,1.583854326
EFNA5,9,0.000940947584174021,0.240608936338474,7.82408229473763e-05,-2.417732882
GTF2F2,9,0.00124298300787886,0.221111918604651,0.00804966670940331,1.214067177
EFNA3,9,0.000979533900937731,0.240181567002171,7.0791720877183e-05,2.340982154
CPT2,9,0.000786899971988716,0.202900966988996,8.57225913207572e-07,-1.319750528
HTR1D,9,0.00381163887595947,0.236678335278102,1.34526313513871e-05,3.475718936
KLF4,9,0.00494050204164504,0.270624861018457,0.00466808074856982,-2.722606151
GNA14,9,0.000155449654065226,0.232030505243089,1.00387025984624e-05,-1.540655797
TNNI2,9,0.000856873387088202,0.215322009907997,2.64507188169812e-05,2.744684382
HELLS,9,0.00020720205729205,0.232874091083046,0.0602737668557996,1.839256591
RAE1,9,0.00690348667957371,0.224621631598376,0.0302629017208678,1.516502264
TNFSF11,9,0.00322178664998003,0.253436068304873,0.000340187549928814,2.191539492
GNA13,9,0.000381543461621846,0.230842185128983,8.03271812153278e-06,-1.139521025
LDB3,9,0.000730811543364764,0.228244561140285,4.06568158231357e-05,-6.806002141
XRCC4,9,0.00292590570113766,0.240799366838148,0.0315556043581594,1.604478861
ADGRL3,9,0.00549057504627958,0.219239776616826,2.74730547692334e-06,-2.495822824
PLCD1,9,0.00284941399849672,0.236173103046769,6.03542881077482e-05,-1.811800129
HSD17B2,8,0.00012373505643374,0.202428476380572,7.7430732784083e-06,-3.411057349
ACO2,8,0.00620064888477984,0.240134175217048,0.0002818292048289,-1.348862704
MYH1,8,2.75608288158834e-05,0.192259083728278,3.72511805786606e-06,-3.676978601
FZD10,8,0.00429939566234122,0.226545048399106,7.1012651767144e-06,3.802424951
TTR,8,0.00364296438023401,0.224125230202578,2.72602565207468e-05,-3.232295945
DUSP1,8,0.00200721663189265,0.243741237732826,0.00256786265833435,-2.025900074
FOSB,8,0.000358545723181977,0.260153911928174,0.00330864945630969,-2.762170187
KNSTRN,8,6.88861010683787e-08,0.221272727272727,0.09675538327402,1.164307449
JUND,8,0.000414155913695013,0.259931653139684,0.00327354434658654,-1.380268655
GNAO1,8,0.000532837176368827,0.237834668751221,1.77786576633898e-05,-4.109334684
PPAT,8,0.00257970630094276,0.211505039972193,2.98138256417316e-05,1.524346247
CPT1A,8,0.00764303434264308,0.234760802469136,3.19753226386327e-05,-1.332344705
ACAT1,8,0.000994105603785222,0.202630702630703,4.36094242611394e-06,-1.455775805
KCNMA1,8,0.00309100346567221,0.249129989764585,4.15928707996361e-05,-5.153146205
SYN1,8,0.00325171806241996,0.243887775551102,0.000303849592969582,-2.335063646
VEGFD,8,0.000378061370798058,0.247307457833774,0.000263026528596864,-3.185387653
AXIN2,8,0.00287430575457479,0.255672268907563,0.00323575241046856,2.227034738
CHAF1B,8,1.57745394793169e-05,0.239802955665025,0.0396534423957857,1.45864496
NR3C2,8,0.00327753569353123,0.256372445755214,0.000518852149370919,-2.878654657
PYY,8,0.000287534484249036,0.226040118870728,1.94885100469272e-05,-3.743433046
MYLK,8,0.00559012473784988,0.256102693602694,0.000106698949276788,-3.857644275
ZEB1,8,0.00358072004367297,0.269069201857174,0.00378701591372918,-2.28937165
CDC14A,8,2.05877490159089e-07,0.244132397191575,0.0963435827920823,-1.394832181
VIP,8,0.000574546934784269,0.211211384935786,1.89957452415009e-06,-3.358140207
INPP5A,8,0.00144388767990704,0.214714184897671,7.98329941072004e-06,-1.084048716
PLPP3,8,0.00526623565756488,0.191382292813335,2.30314440723932e-07,-1.235027433
RBL1,8,1.02173915882964e-06,0.24161207067699,0.0346210776855586,1.369395785
GSN,8,0.00160339293172697,0.233723833301325,0.000574942192591181,-2.473380348
LPAR1,8,0.00172481651873775,0.24786150712831,2.52613705217619e-05,-1.97343547
ECI2,8,0.00160419155482696,0.185123212655917,6.01503748551219e-07,-1.598627738
AFF1,8,0.00310955388136785,0.235078230635503,0.000213428178132182,-1.268814277
VAMP2,8,0.00921713472545047,0.236862592448424,2.41954576969263e-05,-1.512623049
SELENOP,8,0.00963322244086179,0.231500856001522,3.21981834094644e-05,-2.332860369
STIM1,8,0.00106018749324915,0.241516173844017,3.50703874826897e-05,-1.091068344
TNFRSF9,8,0.000200913237153115,0.220590900851912,5.2563799333886e-05,2.060623408
IL11RA,8,0.00442392365851384,0.21825681492109,5.76248666694467e-05,-1.680664268
GABARAPL1,8,0.0115255229610561,0.244573954983923,3.75999175131251e-05,-1.388564511
BMP7,8,0.00435119810862475,0.2434,0.00420466699614144,1.775830813
MFN2,8,0.00416325120628552,0.264853101196953,0.00101220006378393,-1.124430873
ACADVL,8,0.000331997952560649,0.19705310880829,7.96697957292557e-07,-1.231207389
CES2,8,2.93465404607098e-05,0.180136175251628,1.01289770643599e-06,-1.471053948
KCNQ1,7,0.00285146916524775,0.251134956665291,6.84759370354801e-05,1.769233908
CYP24A1,7,0.0019081917270737,0.197821846553966,1.38135500878728e-06,5.549911839
EREG,7,0.00291537488387595,0.236494364554994,6.14550397717582e-05,2.410362469
TPH1,7,0.00399959423287165,0.235533191407006,0.000129762983828386,-3.84628623
HBA2,7,0.00150152668563212,0.182842548076923,1.12605988929334e-05,-2.385819372
CNN1,7,0.000267590395094821,0.209863769615451,4.21602152017174e-06,-5.10810072
GSTM5,7,0.000971406447775297,0.224704579025111,1.78415270255951e-05,-2.156273208
APC,7,0.00247857331572992,0.243059716397044,0.0151391525096639,-1.10593207
MMP13,7,0.00115908075213523,0.248418044498877,0.000107655532143542,5.219968865
LIPG,7,0.00197011391242769,0.1919255637912,1.34486274039489e-07,1.628424554
CASQ2,7,0.000374329549827242,0.243838910038069,9.87801512994267e-05,-5.804495872
TNFRSF8,7,0.000937638184545003,0.234489402697495,8.20707961474677e-05,2.94483702
HSPB8,7,0.00231537116851053,0.233993462795616,0.000542522755735505,-5.949522401
CLDN1,7,0.00283185382268823,0.22147406733394,1.54828660211969e-05,4.568622517
SCIN,7,0.000968049774909854,0.231942062130741,0.000573983349898357,-2.352464962
ANPEP,7,0.0051194281447602,0.261833046471601,0.00030336018521781,-3.436382728
ENTPD3,7,0.00681794823801295,0.255511232416544,0.0118638429231166,-2.35888408
PTGER4,7,0.00125345047059651,0.254922496857981,6.09795818468556e-05,-1.592110967
METTL1,7,0.00114893556604052,0.202058774696995,6.12297874164347e-05,1.521660017
ICOS,7,0.000431668178286323,0.244377510040161,0.000335491724235817,1.99467595
HBA1,7,0.00150152668563212,0.182842548076923,1.12605988929224e-05,-2.433465054
TCF7,7,0.000387342838414042,0.223138980564723,0.000530548605317683,3.012370806
MOCS1,7,0.00583950331914158,0.236724372690138,0.000403488837634034,-1.259530481
PDE4D,7,0.000424141629809792,0.254070981210856,8.28339814077418e-05,-1.896568867
MB,7,0.00745122968685769,0.231721249047982,2.51552648135374e-05,-3.261169885
ATP1A2,7,0.000586515276307239,0.226671633451294,1.75324223529261e-05,-5.787148223
ADRB1,7,0.00722943926679931,0.235944164404808,2.74200603135145e-05,-2.287422849
TTF2,7,0.0067615604206069,0.253911954934279,7.58835118674175e-05,1.190124636
DPYD,7,0.00315662344024756,0.180617393885426,5.36324676321436e-07,-1.336783323
SORBS1,7,0.00275348927671035,0.239519779570951,0.000846404374996577,-4.119064385
UGT1A5,7,0.000473291259810305,0.207785555745262,7.26816941252647e-06,-2.567488882
PINK1,7,0.00353193194286838,0.254762403181913,0.000394742240376382,-1.531885278
ITGA8,7,0.00128816517859607,0.238627450980392,0.000571574866243551,-1.492259041
TNFRSF4,7,0.000223347750826626,0.222364334003289,6.52053221250947e-05,2.059540654
PDX1,7,0.00183780882932675,0.250876108018965,4.43923974139782e-05,3.990867925
GGT6,7,0.00518716285393634,0.233454824477268,2.27066016065859e-05,-1.739602417
FABP6,7,0.000601207095262504,0.20529689608637,5.98602235781256e-06,5.649782134
CLDN5,7,0.00665912212085066,0.247558991049634,7.52638714357716e-05,-2.20721857
PLCD4,7,0.000536361225535153,0.236678335278102,5.92195323948096e-05,-2.288367589
RPL36A,7,9.80094424365073e-06,0.192168008842571,4.32298236213598e-05,1.256596664
CAMK2D,7,0.00113846890494086,0.242189054726368,0.000106414200485623,-1.501567205
BDKRB2,7,0.00150460314397132,0.237881157154027,1.1108523869482e-05,-1.639488461
KCNA2,7,0.00336559239642492,0.210408022130014,1.69998013118695e-06,-2.506715151
GPT,7,0.0171653980569941,0.255350398657155,0.000102199186613453,-2.345640243
PARPBP,7,0.00249405184542498,0.250411522633745,0.0622311651863943,2.37970125
MMP11,6,0.0015145746453461,0.210553633217993,1.34432623395209e-05,3.971343857
TG,6,0.0106315089431928,0.214789975291211,2.58992939935107e-06,3.817151497
AK1,6,0.00602544295631184,0.236127279782693,0.0122290691442495,-1.347846554
WNT3,6,0.00204725814636991,0.221312965993817,0.000256314599898738,2.48594339
KIF17,6,0.00322813964542128,0.242189054726368,0.0449186105377365,-2.55147165
BHMT2,6,0.000669571212083766,0.188740694789082,1.27045984467516e-06,-2.181809963
PDE6A,6,0.00431758124070514,0.220831065142442,2.53831266436406e-05,-2.916733482
IL1RN,6,1.68036386855482e-05,0.240039447731755,0.00012578835865856,1.724638556
ITPKA,6,0.000420433226752152,0.236724372690138,6.91857417633662e-05,-1.558716493
TRAF5,6,0.000218795024419568,0.20453781512605,4.67472132589018e-06,1.390476249
SLC6A4,6,0.00169552800769478,0.228630471538606,7.27248840556102e-05,1.964373159
SGCA,6,0.00140893525162969,0.201223544973545,1.0232766682739e-05,-4.235448466
GAB1,6,0.000885637998638753,0.244672295938882,0.000112879902569001,-1.150558841
GRIN2D,6,0.00122274229370372,0.247357723577236,4.86415308017093e-05,4.22553684
BCHE,6,0.00631101482575114,0.245165189363417,0.000278017417579295,-7.172203731
PRKAR2B,6,0.00593230973212226,0.274346257889991,0.0134057533941863,-2.417399647
CDKN2B,6,6.17877218044776e-05,0.256426464391066,0.024698288987255,-3.084324192
TCF7L1,6,0.000736357113322876,0.251602232788919,0.00318561155937435,-2.481154228
CA2,6,0.0053347830512085,0.233813640730067,2.96563785322193e-05,-4.776706422
TLR3,6,4.14475332426846e-05,0.240276406712734,0.000117792011382068,-1.738899799
LRRK2,6,0.00158424688094568,0.243838910038069,0.000607539695200215,-1.477923052
DRD5,6,0.00309522778795365,0.231633041492196,3.72925688482828e-06,-2.662940889
SLC2A4,6,0.00511929382817243,0.238674249852912,3.58267660074349e-05,-3.372116245
SLC25A20,6,0.000458078866533053,0.19338948037502,5.58146210806412e-07,-1.371032239
MT1E,6,2.2732413352565e-07,1,1.10208781364121e-17,-2.597003353
MT1H,6,2.2732413352565e-07,1,2.20417562728241e-17,-3.311500992
PMCH,6,0.00328546821250654,0.236540330417881,0.0010133483192258,2.573433692
BSG,6,0.00240522674775316,0.25762066045724,0.00052091662278349,-1.084892016
MT1F,6,2.2732413352565e-07,1,2.20417562728241e-17,-2.023934715
ENTPD5,6,0.00151200929233351,0.234083477591845,0.0120378398115682,-2.01611253
SYNM,6,0.00148225149187933,0.228802406467381,0.000564424622273507,-5.12888941
EDN3,6,0.00196242429984174,0.224663097655529,5.46662696438292e-05,-2.692369424
CLCN1,6,0.000394834478557952,0.207007994556897,4.41674876203784e-06,3.139263325
MAGI2,6,0.00586408788584239,0.193205270677885,4.64679632648889e-07,-2.507855678
PDGFA,6,0.000153386661539307,0.244819955743311,0.000119520668420851,-1.253296741
PDE5A,6,0.00048911448128172,0.233589251439539,3.65591293510401e-05,-2.174572444
GFRA1,6,0.00164472169619548,0.235487616099071,0.000104910655908537,-3.360834283
XRCC2,6,1.71294812002829e-06,0.232562583604051,0.0237330777393284,2.92573058
GJB1,6,0.00294253699889064,0.204023470243085,5.95083938629614e-06,1.369312931
LMOD1,6,1.29348800962797e-05,0.208354733778463,3.87756193590279e-06,-4.486674821
NR5A2,6,0.000976397427322222,0.240656515720783,0.000112297579848106,-1.493766308
CASP7,6,0.000899001300791595,0.273053623513574,0.0187871475351578,-2.007361155
RBM20,6,0.0030393466976085,0.219239776616826,4.4024227695149e-05,-6.320882648
RAP1A,6,0.0019014992679011,0.258331564423689,0.00031843030542394,-1.399323843
PLCE1,6,0.000611279576937673,0.238020731468805,6.24959553005228e-05,-2.184831787
DLG2,6,0.00242015647715274,0.22115209885517,1.90078859013165e-05,-3.230491157
PSAT1,6,0.00228292576370932,0.200362199539019,1.38111266463645e-06,2.234127763
PUS1,6,0.00139989968801648,0.184954407294833,4.41527796103235e-05,1.323252657
CNTFR,6,2.15957926849367e-06,0.216125022198544,5.9723138853083e-05,-4.324112115
NUFIP1,6,0.00205695202960953,0.227519162460273,0.000134998127852857,1.321597777
MT1G,6,2.2732413352565e-07,1,2.20417562728241e-17,-2.685677812
TUBAL3,6,0.00753198536242689,0.248215378339792,0.00082872037604608,-2.387037868
IL6ST,6,2.15957926849367e-06,0.216125022198544,5.9723138853094e-05,-1.194644349
ALK,6,0.00416022317203564,0.267061663375027,0.00369552909369443,-3.373775636
PTPRZ1,6,0.00256747038910622,0.237093317747906,7.62733726888704e-05,-6.586245129
GAP43,6,0.0017465386073458,0.243448689737948,0.000297875199033513,-5.566668776
CACNB1,6,1.71059640950964e-05,0.231280881793995,4.03554320771498e-05,-1.957765163
ADHFE1,6,0.00277105585663054,0.194626579241964,5.91455763901548e-07,-2.423540417
SOX10,6,0.00424098314053608,0.215131695244829,5.45511404150429e-05,-4.502823299
PLPP4,6,0.000660863977571919,0.190543291059966,2.30363259136351e-07,2.973258787
NRXN1,6,0.00187792732784737,0.208855328642526,1.68843225714175e-05,-5.292303743
RPL36A-HNRNPH2,6,0,0.191804570527975,3.08886992293997e-05,1.164797187
TIA1,6,0.00211302502524686,0.246956168831169,0.000316342493877048,1.111012245
SPTBN2,6,0.00171490612709979,0.220911236159013,1.31274169539102e-05,2.441185925
KIF1A,6,0.00735462027157557,0.232384953217491,0.0132313458771579,-7.175727102
APOC2,6,0.00375312727349835,0.216702279202279,2.70186368103193e-06,3.916777889
PLCD3,6,0.000430315568815182,0.236632315769006,5.81444520773111e-05,-1.83844347
KCNN3,6,0.00154065355273588,0.237231968810916,4.64391845783814e-05,-2.929367699
ABCC2,6,0.00100622645267069,0.198856209150327,1.23299912098081e-06,2.987355484
KCNN4,6,0.00097373606612899,0.233007849894697,4.31567175750073e-05,2.388134958
RNF43,6,0.000674419323057458,0.220871143375681,5.78690308539115e-05,2.839442462
IMPDH1,6,0.00255725714340105,0.215741889735862,0.000410539660482119,1.220708646
MTHFD2,6,0.000628683856315488,0.208747855917667,2.29071250645463e-05,1.261722071
SNRPB,6,0.00122420409623261,0.178839088905217,2.94909384243548e-05,1.270565775
MT1X,6,2.2732413352565e-07,1,2.20417562728241e-17,-2.30601557
LIFR,6,0.000148382102336987,0.236081474296799,0.000134379341500903,-3.177446096
ACTG2,6,1.29348800962797e-05,0.208354733778463,3.87756193591381e-06,-5.716551465
ABCB11,6,3.97817233669887e-06,0.2029348007337,4.25413407004454e-06,-4.199114957
DTNA,6,0.000252266511437122,0.201891174518912,1.93938639394054e-05,-3.148375413
SLC8A1,6,0.00071056061049943,0.249692244562987,6.34295563703031e-05,-3.557136917
PLEK2,5,0.00289511903913961,0.214676309754807,5.65528698559449e-06,1.249126401
SFRP1,5,0.000677426357252894,0.216163410301954,9.90471723870833e-06,-3.651126198
NEFM,5,0.00117197387267106,0.227561705310396,0.000282198099689578,-3.909382597
P2RX1,5,0.0017936329666357,0.221796974667396,1.92503602965647e-05,-2.144858007
HSPE1,5,0.000493722105982891,0.219675090252708,0.000551623156515165,1.334413188
MYOT,5,4.20132572111975e-05,0.217944126074499,2.49481356082599e-05,-3.972587763
SOX4,5,0.000320855183229123,0.25233257308729,0.00449345330959324,2.029078389
MT2A,5,0,0.857142857142857,1.10208781364121e-17,-2.12594583
DSG3,5,0.00333243555571399,0.197276706111201,4.91829348801844e-06,4.867050692
KLB,5,0.00120755148980695,0.228287375726881,2.48315465404772e-05,-2.491955226
TMOD1,5,0.000487314482650411,0.216856735566643,2.49225158074149e-05,-3.981247816
ORM1,5,0.00148183511485873,0.204057679409792,5.5547507869894e-06,2.39526628
SMAD7,5,0.0004779236316389,0.220510962130821,0.000237067538050996,-1.088957343
KCNN2,5,0.000276236571906184,0.243156843156843,0.00010511506205291,-3.267541653
DGKG,5,0.00125306170060039,0.214903761257284,4.78784114037678e-06,-2.851718749
NKD1,5,0.00265451424587864,0.237139516757599,0.000991326781099432,3.416540384
MEF2D,5,0.000272982114982245,0.2376953125,0.000318964357071466,-1.053734744
PLA2G7,5,0.00166513877298178,0.207219478971565,1.72170694128495e-06,1.715096889
GPD1L,5,0.00772646811560845,0.223754366611509,1.36790123119252e-05,-1.264202144
FABP1,5,0.00389297983799299,0.219397872723995,3.86326521728872e-06,-2.303461775
SLC51A,5,0,0.202867144524087,4.18950863446582e-06,-4.325504936
SCNN1G,5,0.000318982138991541,0.218295964125561,1.07911355474261e-05,-2.697460805
ACHE,5,0.00336617682550692,0.232251908396947,0.000276559109391867,-2.619835559
TACR1,5,0.000300503172802888,0.238113872040697,2.69054660848366e-05,-2.537854585
LRP8,5,0.00484250204648398,0.241996420759594,0.000287513181671755,2.540144271
CTNND2,5,0.000998774994241042,0.220750952294576,0.000165318143140032,-4.494062846
SNTG2,5,2.68045197937435e-05,0.201190279385022,1.02301128633455e-05,-3.629798726
HSD11B2,5,0.00444348157973287,0.224787587735501,3.78055870043278e-05,-1.769823737
CAMK2G,5,1.13763083875297e-05,0.238393731635651,9.58588226816481e-05,-1.199448971
COL10A1,5,0.000972335479180553,0.220112136010128,9.7615220963992e-06,2.682355282
CNTN2,5,0.00303070192524828,0.22212082496806,8.92487346580299e-06,-4.358881586
SLC51B,5,0,0.202867144524087,4.18950863446582e-06,-3.582198724
RAD54B,5,0.0013896936919151,0.231017463933182,0.0168759616926129,2.188143847
ZBTB16,5,0.00220884789658467,0.263934070700499,0.00266148524345536,-3.840333772
MEF2C,5,0.00166375025261749,0.241660047656871,0.000214442522439793,-2.777320392
VAPA,5,0.00326604971965216,0.192776809757643,3.95211387094711e-07,-1.117167702
SCNN1B,5,0.000318982138991541,0.218295964125561,1.07911355474206e-05,-4.427513579
AKR1B10,5,0.00243310807283327,0.203341687552214,2.47594980643629e-06,-3.513657412
MAP2,5,0.000425343924826681,0.229969765684051,0.000240630998602794,-3.168550515
IQGAP3,5,0.000864387903825553,0.249692244562987,0.0458537595156286,2.475342887
SGK1,5,0.00150675849324312,0.216317099182368,7.32452135407402e-05,-2.941931864
ACKR1,5,1.2259605564274e-05,0.219635444865548,2.84853336462646e-05,-3.959194327
TSC22D3,5,0.000562094727014647,0.240656515720783,0.000311322458164456,-1.45414137
DES,5,0.00172535133203295,0.200725713343229,1.89362626432254e-05,-5.437106554
ALDH4A1,5,0.00623364290085447,0.201757294429708,9.07341034556214e-06,1.313645099
MT1M,5,0,0.857142857142857,2.20417562728241e-17,-3.969825946
SNTB1,5,0.000448345318912653,0.215245843650513,1.2918452710155e-05,2.019161109
WNT5B,5,0.000981548412158353,0.208247775496235,5.82697068661462e-06,-1.861424017
FOXA2,5,0.00432966598158214,0.246256576284905,0.000209435005341431,1.841775502
SNRPE,5,0.000981263666185169,0.178786543264287,2.150522935714e-05,1.300571051
MYOCD,5,0.00159554455499533,0.223016309327469,7.96032898187196e-05,-4.281275259
ITPKB,5,0.000366478183008412,0.22966597471221,6.72974654062779e-05,-1.519377725
RXRA,5,0.00249012616389399,0.232119015830631,3.57399745031969e-05,-1.146032609
ETFDH,5,1.51598120987581e-05,0.179419136075483,1.96847221045074e-07,-1.913668733
ZNRF3,5,0.000179117067575873,0.207856532877882,6.17772706192029e-06,1.32069085
SCN7A,5,0.000585657226192751,0.245461879790238,4.83139993725812e-05,-4.718139008
MYO1C,5,0.00620145246873195,0.24575928917609,0.000176877965578832,-1.203593775
ATP8B1,5,0.00143516447228148,0.204194630872483,4.04539823235216e-06,-1.440397128
CEL,5,0.000632826228511492,0.180671021377672,2.31411196206917e-08,4.160597788
PAICS,5,0.00138213073183595,0.207184201566224,2.28701059342855e-05,1.293638559
PAPSS2,5,0.0048365190992704,0.20495116200741,1.27488394771653e-05,-1.618352556
MAT1A,5,0.00158171119593723,0.189504827156649,5.29851402725851e-07,3.320680206
PTGS1,5,0.00475606192852981,0.24846876276031,7.85798199759703e-05,-3.024872604
HSPH1,5,0.00203664367965669,0.22027149321267,4.12742765206132e-05,1.714725207
ZFP36,5,0.000215999184320115,0.238627450980392,0.000397657764595183,-1.395421772
EVPL,5,0.00328518082871565,0.225495645729109,0.000204172400234728,1.469250235
FANCB,5,3.20940316172734e-06,0.228845430613012,0.0125989662232681,2.000200201
MUSK,5,0.0057315954297495,0.20495116200741,3.11974722774865e-05,-3.010408155
RYR3,5,6.54910003728657e-07,0.227519162460273,3.67969841305638e-05,-3.806306495
TRPC4,5,0.0015856930422823,0.237047136735489,2.66536510692234e-05,-2.784391915
HMGCS2,5,0.000277728294343114,0.193328038125496,6.24394174444007e-07,-1.539442156
ADCYAP1R1,5,0.000413920722253403,0.234308817866769,1.08009735026991e-05,-6.088306097
CLDN23,5,0.000131970110954547,0.19937745740498,1.52681504069725e-06,-2.450763348
MOGAT2,4,0.000223234638754652,0.179737114163344,2.44284708534618e-08,-1.595813132
AHCY,4,0.00034811721255611,0.188215279925766,5.29653235390326e-07,1.464050164
RETN,4,0.00272194235718201,0.239472648563558,9.08100630699896e-05,3.328768097
CDH23,4,1.02295860086542e-05,0.833333333333333,1.65313172046181e-17,-2.285361785
LSM8,4,5.76399523491813e-05,0.161363033678069,8.83538583236458e-06,1.06980078
LYVE1,4,0.000498050334588618,0.25561856752783,0.0118324993724784,-3.894110653
CSE1L,4,0.000113614827125352,0.218727534148095,0.00376838500885577,1.490349236
NMU,4,0.000217967351433339,0.230579765062524,2.3307202987385e-05,3.551574344
POLQ,4,2.40319696367305e-05,0.231149097815764,0.0164458300844789,2.219707117
SLC9A3,4,0.000125148402057313,0.199018806214227,1.73467819329535e-06,-2.949783209
APBA1,4,0.00204275746122302,0.212020905923345,0.000734361693509942,-1.71085524
CPEB3,4,0,0.241181133571145,0.0555402746923346,-1.407222013
JDP2,4,4.06834024481188e-05,0.239002356637863,0.00054348886774906,-1.098387948
WNT9A,4,0.000143728567836343,0.192107340173639,6.76588186616198e-07,-3.256955934
RSPO2,4,0,0.200825082508251,6.06428400169454e-06,-3.821398407
MMP10,4,6.88089279175577e-06,0.210553633217993,1.83438064945542e-05,4.476957306
SLC25A4,4,0.00140132100886921,0.255457598656591,0.00112345284740091,-1.739179311
CCNO,4,0,0.241996420759594,0.0417843983084176,4.457767027
NEUROD1,4,1.16292453583701e-05,0.216201812044768,3.35132116059509e-06,-2.746634191
RETSAT,4,1.72036241598461e-05,0.172526226254607,2.29586202179618e-07,-2.151157986
ARNT2,4,0.00276312484300427,0.213284262180161,5.22812691494162e-05,-1.593073146
LRRC7,4,0.00178120537519524,0.220670897552131,1.89101533055536e-05,-3.610997049
MAPK7,4,0.000153995426885807,0.23535099593889,0.000226068908890968,-1.147737307
SPTBN5,4,0,0.208319068812051,4.87170974412809e-06,1.447111452
MAGOHB,4,0.00129819187593163,0.186342060940132,0.000492271211192609,1.121019005
PRX,4,0.00252173583657343,0.206271186440678,1.03663726612223e-05,-1.952720343
VIPR1,4,0.000209518356477889,0.233768728390319,5.9954614783779e-06,-1.407140784
XPOT,4,0.000146887329670652,0.199671862182117,0.000874256863864758,1.391816618
TOP1MT,4,6.00854561746013e-07,0.216394025604552,0.026613230484516,1.698911126
IL1R2,4,2.26316490030192e-06,0.235624394966118,9.498505975558e-05,-2.183643805
PDE2A,4,0,0.218139451514608,1.91901691692575e-05,-3.167716392
NME1,4,0.000925095135523595,0.232429335370512,0.0118270458460799,1.4192344
UGP2,4,0.000992859087853146,0.193021411578113,1.12597221869379e-06,-1.751759966
PRDX6,4,0,0.221635403387361,1.76308733965992e-05,-1.660330391
