Symbol,Degree,Betweenness,Closeness,Eigenvector,Log2FC
SGO2,17,1.19824546442868e-07,0.247206987609181,0.216305952105022,1.931562099
ACTA1,17,0.00647113145579469,0.229406220546654,6.00212671568426e-05,-2.537488906
ACAN,17,0.0114686974862167,0.260432270490049,0.000418515195602604,2.400942087
FGFR2,17,0.00348683611884389,0.258112407211029,0.000579846547395247,-2.601869965
ADH1C,17,0.00211056851119338,0.208105335157319,4.89934298480276e-06,-4.990729869
KITLG,17,0.00566362921400483,0.271469997769351,0.000768033992132893,-1.592080518
PPP2CB,16,0.0176800530697059,0.290939517092995,0.0474409535565491,-1.209820922
LIG1,16,0.00144562641305884,0.234263715110683,0.0745088866176706,1.242303952
CD80,16,0.00399667120776223,0.256696899388315,0.000462300308049337,3.051485656
TICRR,16,0.00104412156491269,0.246057420137485,0.116452883882957,2.134928766
SST,16,0.00535113739008983,0.249334152837533,3.73718627326174e-05,-6.299647734
CXCL5,16,0.00018175785560194,0.244967793880837,0.00024917018255108,4.850697432
SHH,16,0.0157263888174488,0.253277835587929,0.000502091619306298,2.74100999
CCL11,16,0.000968342222650487,0.245066451872735,0.000216383020773188,-1.969146717
UGT1A1,16,0.00179061547832703,0.21179951270449,8.03860939284198e-06,-2.99363621
ADH1B,16,0.00195985008154205,0.208069755513763,4.77565750861991e-06,-3.897421842
H1-5,16,0.00022814599952528,0.246406155092124,0.0361518549329103,1.752718942
UGT1A10,16,0.00179061547832703,0.21179951270449,8.03860939277585e-06,-3.24620866
DDX21,16,0.005550160992965,0.246956168831169,0.00471940392025403,1.135782847
CCL20,16,0.00308899799518182,0.255941114616193,0.000177650986868249,2.639175948
RYR1,16,0.00265901138082284,0.248570261437909,0.00012811691104449,-2.270776093
UGT1A4,16,0.00179061547832703,0.21179951270449,8.03860939284198e-06,-2.591749327
UGT1A8,16,0.00179061547832703,0.21179951270449,8.03860939279789e-06,-3.025733549
FGFR1,16,0.00312973890357657,0.252542021166217,0.000363745123469112,-3.394263329
GNG4,16,0.00287318694581245,0.263762462071955,9.9939478772009e-05,2.832448162
GINS3,16,7.58981087559625e-06,0.230187251749574,0.0705158941018138,1.499079337
GZMB,15,0.00663575724767913,0.265315020710704,0.00171670671202593,2.032281884
ATAD2,15,0.000113637815892992,0.242092699423115,0.0989574482115277,1.705541772
MMP3,15,0.00260720344956843,0.250463058242437,0.000317251285994358,4.681982722
CYP2B6,15,0.00277876806312956,0.212650707670802,3.51141458694997e-06,1.800155258
CSF1,15,0.00129497967522549,0.257076468103084,0.00024271699557122,-1.279576094
ARHGAP11A,15,0,0.24561049445005,0.202093666742142,1.884154963
RAD54L,15,0.000256170888856332,0.250979583419262,0.12675520510186,1.68027584
H2BC13,15,0.000486538674828412,0.263192041522491,0.0303700791563731,1.579287084
NOS1,15,0.00464840359513758,0.255029337803856,0.000178015576195098,-6.04879207
CCL3,15,0.00150688511408937,0.263419913419913,0.00105117743986484,1.849548119
POLR1C,15,0.0023163258036406,0.220510962130821,0.00080274814478443,1.054520833
CBX7,14,0.000132334064545442,0.246906066139176,0.0426863570614909,-1.987284087
ORC6,14,4.75957010082806e-06,0.24408343361412,0.115288100983572,2.717127374
CCL22,14,0.00112798243649733,0.244426591685077,0.000182410056506117,1.619195773
FBXO5,14,3.22672536567309e-06,0.248367346938776,0.183842079056226,1.767369224
CDC25B,14,9.62747135157033e-06,0.250566193123327,0.157222587550018,2.088399891
LIF,14,0.00693568458900689,0.272198613285618,0.00305876372644889,1.486288736
TLN1,14,0.00984274743788081,0.273852385238524,0.0166330371491113,-1.442118606
PGR,14,0.0134812928515851,0.293111753371869,0.0133636546745701,-3.23254248
CBX3,14,0.000142239015760475,0.245908264295817,0.0428708273435734,1.379734249
TNNI3,14,0.0147124408083451,0.265604539502401,0.00137330269600784,4.54616694
FOXP3,14,0.0077516080154416,0.279448909299656,0.00297436684443859,2.548248257
PLCB4,14,0.00896643486435191,0.266944505373986,0.000114925176316794,1.598094491
GNG7,14,0.00116382289828164,0.249487494874949,5.9190536624004e-05,-2.561354117
FGF9,14,0.00546244304904659,0.267413755218633,0.000342338328636578,-1.723249823
HDAC9,14,0.00160121530413113,0.253911954934279,0.0108840114215711,-1.925927068
ADH1A,13,0.00137489483361525,0.206902414144849,4.25294567816403e-06,-4.76244268
CCL13,13,0.00145694962771709,0.241324608368035,0.000145804413311475,-1.768888723
VTN,13,0.00841250727543491,0.263362908461372,0.00100566859487142,2.973548195
NR3C1,13,0.00786232679632089,0.28308909048616,0.0018006781107511,-1.684064959
ATIC,13,0.0164106267666151,0.246306415705323,0.00132430606337881,1.207631301
ACTR5,13,5.90747020069908e-07,0.230667172100076,0.0153470514505693,1.214459159
SYP,13,0.0128955371709265,0.254496026767043,0.000514713141225525,-2.558870699
SDHA,13,0.0147289143924586,0.2388147566719,0.000250892883661409,-1.109679391
NTRK2,13,0.00541388377648509,0.263476943061269,0.000337353640330172,-3.013557953
ACOX1,13,0.00361641997635047,0.208676268861454,1.11966223159137e-06,-1.371133173
CXCL11,13,2.42456028897655e-06,0.241228939544103,0.000164485808450839,3.639728714
CBX2,13,9.9018141732388e-05,0.24685598377282,0.0422918006810175,2.939983853
PRKDC,13,0.00295649840190892,0.266652059596845,0.0551728287394871,1.023890304
DSCC1,13,7.90180037442963e-06,0.221796974667396,0.0800885778536987,1.948362091
ANK2,13,0.015007024027803,0.261945759793371,0.000277214872010255,-4.423818533
FCGR3A,13,0.00993577334909915,0.269545957918051,0.000466330936919299,1.313006243
IL6R,13,0.00184768714736945,0.245461879790238,0.000193174700337136,-2.165669575
GRIN1,13,0.0107279678638927,0.26817981489643,0.00085044495998722,-3.520922534
PRKG1,13,0.0100624688496337,0.242817238627294,3.30687128113531e-05,-1.371689216
TEK,13,0.00663305493016731,0.236954828660436,0.000120999614905437,-1.409624317
CYP19A1,13,0.0141140532546619,0.243838910038069,0.000421978574642149,3.614688331
NR1H4,13,0.00700938811296478,0.240181567002171,3.97499711776935e-05,-3.287510795
TLN2,13,0.00880002912174011,0.273360287511231,0.0166279502093315,-1.397431203
TNNT2,13,0.00314067667339581,0.233634094835861,6.4294628949861e-05,3.223397723
RNASEH2A,12,1.23297921195078e-05,0.22003254384379,0.0593921699185071,1.389721298
KAT2A,12,0.00211476186439562,0.272686533721712,0.0183748749448413,1.211860095
EGR1,12,0.00573154467637156,0.278171428571429,0.00774461722110958,-1.635627975
LMNB1,12,0.0133693067013304,0.285613705702887,0.0728760083826489,1.327098304
SLC9A1,12,0.013147392382359,0.275028248587571,0.000385207095899525,-1.774078731
LEF1,12,0.00604432115850971,0.267531325566059,0.00644483900960667,3.555626563
ACAA2,12,0.00304795139321581,0.211983974917262,9.38610524404214e-06,-1.697335022
ITGA2,12,0.0115106152522286,0.277284119389383,0.000873322126057247,2.354863766
UGT2B17,12,0.00271306707980404,0.217011412268188,7.61081825731282e-06,-3.483319818
SHMT2,12,0.0105223025542259,0.230667172100076,3.07872400540169e-05,1.770629752
GNAL,12,0.00331288885052868,0.231897865853659,2.74453781229624e-05,-2.121660388
HSPD1,12,0.0126389649316394,0.255779739386297,0.00143116318909203,1.548706322
PLN,12,0.00369451702118499,0.251446280991736,6.87366844939553e-05,-4.527404217
DDX31,12,1.68144353319367e-05,0.210189982728843,0.000354813535836241,1.290444243
PLAU,12,0.00818105035262893,0.274284426414244,0.00301195790468567,2.414419882
MAOB,12,0.00533789056951347,0.236264802950883,8.20837191902226e-05,-3.344818136
BMP2,12,0.00480345175371655,0.240323854660348,0.000159829979987368,-2.135544364
TNNT3,12,0.00164667812540937,0.219239776616826,3.64023300045839e-05,-3.459060924
E2F5,12,6.48777135180934e-05,0.26508385972555,0.0643303628305873,1.560360705
UTP25,12,1.28177406560478e-05,0.204126132170413,0.000240481127634341,1.223896184
CXCL6,11,1.34378601532284e-06,0.241276764472641,0.000154212588078069,3.291540408
BRIP1,11,3.67904271947894e-05,0.236862592448424,0.0377257854040328,1.49501404
PKMYT1,11,2.19281383579217e-06,0.245660072668551,0.131506821176549,2.111853041
E2F3,11,5.92430800176865e-05,0.260990778468797,0.0417804550549642,1.190027211
IL11,11,0.00133153855864252,0.244623115577889,0.000175137228644336,3.936287198
HPGDS,11,0.00374213909697315,0.228888470942261,4.35807081890237e-05,-2.105486168
CYP2S1,11,0.000265942952674492,0.198758778376613,1.83367949435929e-06,1.902788439
SCN4B,11,0.00426545437883265,0.252646875648744,6.04168215940787e-05,-2.123401322
A2M,11,0.0115784124374486,0.244181380417336,0.000210885193239167,-1.370935157
HASPIN,11,2.48034618437087e-05,0.251186790505676,0.117423746546841,1.632758662
UGT2B15,11,0.000642002798605571,0.209682977257064,7.61624321687421e-06,-3.617433074
PAK1IP1,11,8.21283698779888e-07,0.206201287699085,0.000442083058178501,1.093029374
PPP2R2B,11,0.00757074896576987,0.276905574516496,0.0243264537117887,-5.277205557
MYH11,11,0.00150164693675999,0.221433770014556,1.50288842091929e-05,-5.516053241
ATP5F1A,11,0.0142827199185042,0.25155022736668,0.0135067622687578,-1.29007744
ACKR2,11,0.0029225457936952,0.227945308110133,6.18096416489516e-05,-3.258566803
UGT1A3,11,0.000460547037048389,0.208390410958904,7.74241600229541e-06,-2.5993198
FKBP5,11,0.00568437269525566,0.269904635174096,0.00417763675222263,-1.450037647
CACNA1A,11,0.00374395911458772,0.259101554183521,0.000516574478079365,-4.010028756
CTLA4,11,0.00285832730972387,0.230274361400189,0.000105024231621998,2.089372044
PGF,11,0.000727544951049281,0.255994951619689,0.000248498549403138,1.627696413
GNA11,10,0.000769357854238784,0.251083144212915,4.53864184557871e-05,-1.641978394
CHGA,10,0.00559426931319305,0.239802955665025,2.33627492479813e-05,-4.362025995
EXOSC5,10,0.0015815083133521,0.202193055324805,0.000297616254557296,1.347509731
