Symbol,Module,Degree,Log2FC
PAPSS2,8,5,-1.618352556
HSPH1,8,5,1.714725207
HMGCS2,8,5,-1.539442156
LSM8,8,4,1.06980078
CSE1L,8,4,1.490349236
MAGOHB,8,4,1.121019005
XPOT,8,4,1.391816618
TST,8,4,-1.646478932
ACACB,8,4,-2.066171886
ACSL6,8,4,4.592961519
EEF1A2,8,3,-2.27688567
DDX39A,8,3,1.045568071
IPO5,8,3,1.140814184
AFG3L2,8,3,-1.094361748
ASGR1,8,3,3.129911669
SLC26A2,8,3,-3.377199538
CARTPT,8,3,-6.657594519
PPIH,8,3,1.15951777
FUT1,8,3,2.17518018
CYBRD1,8,3,-1.880749057
GPT2,8,3,1.307707401
PPA1,8,3,1.290380515
SLC11A2,8,3,1.413750036
ROBO3,8,3,-1.982325817
ST3GAL4,8,3,-2.010321921
PCID2,8,3,1.295023357
TFR2,8,3,2.372256148
NTN1,8,2,-3.548768089
MOCS3,8,2,1.146533084
NXT1,8,2,1.365730082
ETHE1,8,2,-1.503941841
RILP,8,2,-1.62211667
SYNPO2,8,2,-5.339213031
SULT1B1,8,2,-2.131352085
CRAT,8,2,-1.402900027
DYNC1I1,8,2,-2.739559365
OSBPL1A,8,2,-1.851537712
TPO,8,2,-3.469478618
NUP58,8,2,1.245904835
B3GALT1,8,2,-4.245852421
QPRT,8,2,1.511213291
MATN3,8,2,4.48411257
UNC5C,8,2,-2.013315931
FECH,8,2,-1.469387243
TACSTD2,8,2,4.52210703
TDO2,8,2,3.004147261
SUGCT,8,2,-1.764689827
FBXW4,8,2,-1.203221126
HSPB7,8,2,-4.180934052
PAH,8,2,5.876086919
SMIM24,8,1,1.57221848
SALL4,8,1,6.725396896
SLC13A3,8,1,5.194869488
MPLKIP,8,1,1.087064541
OLR1,8,1,3.215415329
HSPA6,8,1,1.654552789
CLEC10A,8,1,-1.875804016
PACC1,8,1,1.928913294
CHST5,8,1,-3.092262338
GCNT2,8,1,-3.31768921
MIER1,8,1,-1.095613893
NIFK,9,30,1.248389324
MRTO4,9,30,1.011163688
NOP56,9,30,1.107879359
BOP1,9,30,1.159669092
RPF2,9,29,1.138528552
WDR12,9,28,1.253914963
NOP58,9,27,1.488671575
WDR3,9,27,1.139735094
BRIX1,9,26,1.162392026
WDR43,9,26,1.098314884
DCAF13,9,25,1.565587491
WDR75,9,25,1.172769708
POLR1B,9,25,1.251605307
PUM3,9,24,1.122691107
GNL3,9,23,1.193481145
NPM1,9,22,1.070804967
DKC1,9,22,1.555436915
RPS7,9,22,1.257356228
HEATR1,9,21,1.054562083
DDX27,9,21,1.177360172
UTP14A,9,20,1.420029822
UTP15,9,19,1.019426904
RPS19,9,19,1.111889485
DDX10,9,18,1.028866071
DDX21,9,16,1.135782847
POLR1C,9,15,1.054520833
DDX31,9,12,1.290444243
UTP25,9,12,1.223896184
PAK1IP1,9,11,1.093029374
ATP5F1A,9,11,-1.29007744
EXOSC5,9,10,1.347509731
POLR1D,9,10,1.159640517
FTSJ1,9,10,1.00313503
RPS21,9,10,1.356382971
RPL22L1,9,10,1.595060775
PUS7,9,10,1.503448351
WDR17,9,9,-2.579336814
P2RY1,9,9,-1.943498496
AFF1,9,8,-1.268814277
SELENOP,9,8,-2.332860369
HBA2,9,7,-2.385819372
METTL1,9,7,1.521660017
HBA1,9,7,-2.433465054
TTF2,9,7,1.190124636
RPL36A,9,7,1.256596664
PUS1,9,6,1.323252657
NUFIP1,9,6,1.321597777
RPL36A-HNRNPH2,9,6,1.164797187
MYO1C,9,5,-1.203593775
CYB5R3,9,4,-1.258422168
EIF2S2,9,4,1.078988829
ZC3H8,9,4,1.339946131
HBB,9,4,-2.045277381
HBD,9,4,-1.925932492
NELFCD,9,4,1.514922261
MICALL1,9,3,-1.138870832
PACSIN2,9,3,-1.577156449
TCEA3,9,3,-1.712586348
DIS3,9,3,1.096578549
HEXIM1,9,2,-1.309285603
PHF6,9,2,1.135191298
TENT5C,9,2,-1.391293412
XRN2,9,2,1.063460272
SLC38A5,9,2,1.701070155
CLIC5,9,1,-2.157360207
CCDC86,9,1,1.192344538
ATP6V1C2,9,1,1.666153301
CLEC3B,9,1,-3.774661683
PUS7L,9,1,1.463433909
RPP40,9,1,1.394223467
TAF1D,9,1,1.513236259
NACAD,9,1,-4.204334622
RAB15,9,1,1.117574752
FNBP1,9,1,-1.926633767
CMSS1,9,1,1.466992416
SETBP1,9,1,-2.950920437
SRPK1,9,1,1.075380565
DNASE1L2,9,1,1.910633582
AFF3,9,1,-3.307128996
SLC38A3,9,1,2.763175805
ATIC,10,13,1.207631301
SHMT2,10,12,1.770629752
MGLL,10,10,-1.726839472
GLDC,10,10,2.04291302
LIPC,10,9,-2.173104296
PPAT,10,8,1.524346247
PLPP3,10,8,-1.235027433
LIPG,10,7,1.628424554
ENTPD3,10,7,-2.35888408
AK1,10,6,-1.347846554
BHMT2,10,6,-2.181809963
ENTPD5,10,6,-2.01611253
PSAT1,10,6,2.234127763
PLPP4,10,6,2.973258787
IMPDH1,10,6,1.220708646
MTHFD2,10,6,1.261722071
DSG3,10,5,4.867050692
ALDH4A1,10,5,1.313645099
CEL,10,5,4.160597788
PAICS,10,5,1.293638559
MAT1A,10,5,3.320680206
EVPL,10,5,1.469250235
MOGAT2,10,4,-1.595813132
AHCY,10,4,1.464050164
NME1,10,4,1.4192344
DSC3,10,4,3.750064049
ANGPTL3,10,4,2.566121654
GNE,10,4,-1.998956083
PCSK5,10,4,-2.820852601
GPIHBP1,10,4,-3.152208461
PSPH,10,4,1.324922303
PRPH2,10,3,-3.130037713
KRT6B,10,3,3.431520586
PKP1,10,3,4.781360812
PCSK9,10,3,3.194090735
DST,10,3,-1.587161582
AHCYL2,10,3,-2.407675798
SMPD1,10,3,-1.359903676
FBLN2,10,3,-2.960374938
CYP21A2,10,3,-3.655330754
PYCR1,10,3,1.820766359
SULT2B1,10,2,4.063269673
TCN2,10,2,-1.653698957
DAO,10,2,-3.923780659
GPLD1,10,2,-1.829689749
CBLIF,10,2,3.870803986
ASPA,10,2,-2.57045207
NAAA,10,2,-1.756335826
NANP,10,2,1.438998767
EFEMP2,10,2,-1.841904245
MFAP4,10,2,-2.460185302
AMN,10,2,-1.652735075
ELOVL4,10,2,-3.074046925
FAAH2,10,2,1.649812019
GPR143,10,2,3.743445265
ABHD5,10,2,-1.105946892
GBA2,10,2,-1.067277559
IFFO1,10,2,-1.487809061
LGALS2,10,1,-2.140779803
TREH,10,1,-1.981188158
TENT5A,10,1,-1.616509824
JAG2,10,1,1.710575282
PNPLA1,10,1,2.862098463
SP6,10,1,2.629178149
PLPP1,10,1,-2.13060667
GGH,10,1,2.291235099
KRT17,10,1,3.77900651
TCN1,10,1,6.516986175
RIMKLA,10,1,-1.266920005
PSRC1,10,1,1.684319901
PGGHG,10,1,1.586390577
CDC45,11,93,2.068778789
EXO1,11,85,1.971206103
CHEK1,11,75,1.700711503
CDC6,11,67,2.060243351
MCM10,11,67,2.373571375
MCM4,11,63,1.34961004
MCM2,11,55,1.440960991
CDK2,11,55,1.112080128
CDT1,11,53,1.678129141
MCM7,11,53,1.245813532
RFC4,11,44,1.405237852
BRCA2,11,41,2.352107652
CDK4,11,36,1.272442446
E2F1,11,36,1.566667914
CDKN1A,11,33,-1.480544932
PCNA,11,31,1.370699797
POLA1,11,30,1.193085351
RFC3,11,30,2.137088291
FANCI,11,29,1.562286323
CLSPN,11,29,1.411446561
CDC7,11,29,1.664562698
ORC1,11,28,1.955105513
FANCD2,11,25,1.44409231
ATR,11,24,1.010340089
RB1,11,23,1.037619309
ESCO2,11,23,1.575138618
TIMELESS,11,23,1.325549888
RECQL4,11,23,1.660297902
BLM,11,22,2.006351586
GINS2,11,21,1.750841398
ATAD5,11,20,1.870907054
GINS1,11,19,2.211291256
DBF4,11,19,1.655258257
SKP2,11,19,1.052900399
CHTF18,11,17,1.530781999
LIG1,11,16,1.242303952
TICRR,11,16,2.134928766
GINS3,11,16,1.499079337
RAD54L,11,15,1.68027584
ORC6,11,14,2.717127374
PRKDC,11,13,1.023890304
DSCC1,11,13,1.948362091
RNASEH2A,11,12,1.389721298
E2F5,11,12,1.560360705
BRIP1,11,11,1.49501404
E2F3,11,11,1.190027211
MCMDC2,11,10,3.954305492
HELLS,11,9,1.839256591
XRCC4,11,9,1.604478861
CHAF1B,11,8,1.45864496
RBL1,11,8,1.369395785
CDKN2B,11,6,-3.084324192
XRCC2,11,6,2.92573058
RAD54B,11,5,2.188143847
FANCB,11,5,2.000200201
POLQ,11,4,2.219707117
TOP1MT,11,4,1.698911126
RTEL1,11,4,1.269662185
RPA4,11,4,1.919971886
MMS22L,11,3,1.25990651
E2F7,11,3,2.538910546
TRAIP,11,3,1.810431945
TP73,11,3,3.607363087
MC1R,11,3,1.837082639
PER3,11,3,-1.945108107
MTBP,11,2,1.642552753
CDCA7,11,2,2.364448019
PER1,11,2,-1.864954587
TFAP4,11,1,1.318735309
NTHL1,11,1,1.150421895
TEF,11,1,-1.800234915
TTI1,11,1,1.12967424
SH2D2A,11,1,1.464686844
H3C12,12,66,2.279247873
H4C11,12,45,1.703945653
H4C9,12,45,1.505937841
H4C15,12,44,1.696482728
H4C14,12,44,1.714558791
H4C12,12,44,1.699462833
EZH2,12,42,1.766442123
H2AC18,12,40,1.297470994
H2AX,12,39,1.117944534
H2AC8,12,34,1.374463373
H2BC7,12,33,1.694764548
H2BC10,12,33,1.813707422
H2BC8,12,32,1.578256807
H2BC6,12,32,1.444884785
H2AC13,12,31,1.849826124
H3C2,12,31,1.600868518
H2BC14,12,30,1.63716248
H2BC17,12,29,2.232521583
H2AC17,12,28,2.104802077
H3C7,12,28,1.624722985
H2BC11,12,27,1.784286406
H3C11,12,27,1.742059328
H3C8,12,27,1.957183723
H2BC9,12,26,1.59458537
H2AC14,12,25,1.849539353
H2BC15,12,25,1.552314779
CENPW,12,24,2.073071088
CENPK,12,24,1.803728059
H2AC11,12,23,1.691321611
ACTL6A,12,23,1.067226869
H2AC15,12,23,1.408345652
H2AC16,12,22,1.94686199
KAT2B,12,21,-1.157254359
H2AC12,12,19,1.694810727
H2AC19,12,18,1.215141752
H1-5,12,16,1.752718942
ATAD2,12,15,1.705541772
H2BC13,12,15,1.579287084
CBX7,12,14,-1.987284087
CBX3,12,14,1.379734249
HDAC9,12,14,-1.925927068
ACTR5,12,13,1.214459159
CBX2,12,13,2.939983853
KAT2A,12,12,1.211860095
CBX8,12,10,1.488571899
YEATS4,12,9,1.268716419
CBX4,12,9,1.248096866
GTF2F2,12,9,1.214067177
POC1A,12,2,1.316335609
FLII,12,2,-1.009347144
SUV39H2,12,2,1.382203497
MRGBP,12,2,1.552517161
DPF3,12,2,-2.33351824
DAB2IP,12,1,-1.169300789
ASXL3,12,1,-2.836539911
JAZF1,12,1,-1.662465582
EPOP,12,1,3.510197977
LRRFIP2,12,1,-1.042607488
PADI2,12,1,-3.274020854
POFUT1,13,2,1.116264429
LFNG,13,1,1.257689744
PLAGL2,13,1,1.425008482
CDH23,14,4,-2.285361785
CDHR5,14,2,-1.835887797
TMPRSS3,14,1,2.560820346
CDHR3,14,1,-2.475433097
PDZD7,14,1,1.942032093
CDHR2,14,1,-2.295955038
DUSP3,15,1,-1.218957564
PTPRR,15,1,-2.299872753
MEP1A,16,1,-1.439161638
MEP1B,16,1,-3.820112557
ZBTB47,17,1,-2.422464533
CBFA2T3,17,1,-1.674711707
RPN2,18,1,1.099066603
DOLPP1,18,1,-1.149181788
NUDCD1,19,1,1.744129916
SSC4D,19,1,1.501703156
MT1E,20,6,-2.597003353
MT1H,20,6,-3.311500992
MT1F,20,6,-2.023934715
MT1G,20,6,-2.685677812
MT1X,20,6,-2.30601557
MT2A,20,5,-2.12594583
MT1M,20,5,-3.969825946
PRMT3,21,2,1.223420686
PDCD2L,21,1,1.395083056
EPB41L3,21,1,-2.329450986
RET,22,10,-2.292178443
CLDN1,22,7,4.568622517
CLDN5,22,7,-2.20721857
GFRA1,22,6,-3.360834283
GJB1,22,6,1.369312931
SOX10,22,6,-4.502823299
CLDN23,22,5,-2.450763348
PRX,22,4,-1.952720343
CLDN9,22,4,4.833226726
CLDN2,22,3,6.675788417
GJB4,22,3,4.359260273
CLDN8,22,3,-4.249684289
GJA5,22,3,-1.828064587
TMEM127,22,2,-1.074266281
KCNQ4,22,2,-2.307186603
GFRA3,22,2,-3.796453274
GFRA2,22,2,-3.003741738
GJB3,22,2,1.944533343
PLP1,22,2,-8.165474111
GDF15,22,1,2.058967143
BCAS1,22,1,-3.062213654
AHNAK,22,1,-2.24516358
SH3TC2,22,1,3.282361222
ADGRB3,23,2,-4.186190686
C1QL1,23,1,-2.271205042
GRM8,23,1,3.107116248
ACTR3B,24,1,1.172877823
TPPP,24,1,-1.806647002
UNC79,25,1,-3.540113376
C2CD4A,25,1,4.019581211
SYNJ2BP,26,1,-1.044660826
PEX26,26,1,-1.73166053
NAA25,27,1,1.093179146
NAA20,27,1,1.205515024
SLC30A4,28,3,-1.373792247
SLC39A10,28,1,1.877481378
SLC28A2,28,1,-2.989114576
SLC39A4,28,1,1.228046535
CDH19,29,1,-3.492180281
CDH3,29,1,5.462306161
CHD5,30,1,-2.942983251
ZNF219,30,1,-1.668934381
CELSR1,31,2,2.036589381
PTK7,31,1,2.371097316
PRICKLE2,31,1,-2.031274898
GTF3C3,32,1,1.007946217
GTF3A,32,1,1.769797339
DUS4L,33,1,1.622019976
GPR22,33,1,3.552394979
DOCK3,34,1,-3.654492445
SLC9A9,34,1,-1.644275763
MPI,35,2,-1.351149915
PMM2,35,1,1.083372718
GNPDA1,35,1,1.277143485
RTKN,36,1,1.459436087
RHPN1,36,1,2.064657006
ABCA6,37,1,-2.041129406
ABCA9,37,1,-2.795510715
CHCHD6,38,1,1.180039636
CHCHD10,38,1,-1.567457235
MYORG,39,1,-1.443827279
SLC20A2,39,1,-1.174710969
CCDC136,40,1,-2.418082292
MEGF10,40,1,-2.623650223
PSCA,41,2,-3.624540329
MSLN,41,2,2.738799166
LY6E,41,1,1.400953787
FOLR1,41,1,4.607392945
CST1,42,1,9.732806052
CST2,42,1,6.205465058
RPGRIP1L,43,2,1.514761886
IQCB1,43,1,1.124683946
CC2D2A,43,1,-1.489209116
GLTP,44,1,-1.308453992
CPTP,44,1,-1.276498848
DDX60,45,2,-1.68265938
EPSTI1,45,1,1.717415196
SAMD9,45,1,-1.535063138
SULT1C2,46,1,2.663861394
SULT1A2,46,1,-3.279814495
OTOP2,47,1,-8.60199896
BEST4,47,1,-6.212774068
EYA2,48,1,-3.005324547
DACH1,48,1,2.238605581
LARGE1,49,1,-1.630770717
LARGE2,49,1,4.357491248
ELAVL4,50,1,-4.880156894
NOVA1,50,1,-3.254535618
PAK3,51,1,-2.667214362
RHOU,51,1,-1.758746629
ULBP3,52,1,2.315296666
ULBP2,52,1,4.269726444
SPRR2D,53,1,4.43905553
SPRR2A,53,1,3.949108245
FAM72B,54,1,4.55033771
FAM72C,54,1,3.254362179
OVGP1,55,1,1.891691318
ZP3,55,1,1.615148181
LY6G6C,56,1,2.968095306
LY6G6D,56,1,5.613789599
NBPF4,57,1,2.98074955
NBPF6,57,1,2.930452649
FXYD5,58,1,2.232998769
FXYD6-FXYD2,58,1,-2.661706091
